ticker,last_price,bid_price,ask_price,BUY_CITY-P,BUY_ANON,SELL_CITY-P,SELL_ANON,SELL_CITY-T1,BUY_CITY-T1,SELL_CITY-D,tick,timestamp
ELEC-day2,20.0,20.0,20.01,250.0,250.0,20.0,0,0,0,0,0,0,33,2026-02-02 23:29:31.325109
ELEC-day3,0.0,0.0,0.0,,,,0,0,0,0,0,0,33,2026-02-02 23:29:31.325109
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,33,2026-02-02 23:29:31.325109
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,33,2026-02-02 23:29:31.325109
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,33,2026-02-02 23:29:31.325109
ELEC-F,13.0,0.0,0.0,,,,0,0,0,0,0,0,33,2026-02-02 23:29:31.325109
NG,2.1,2.08,2.12,800000.0,800000.0,,0,0,0,0,0,0,34,2026-02-02 23:29:32.433101
ELEC-day2,20.0,20.0,20.01,250.0,250.0,20.0,0,0,0,0,0,0,34,2026-02-02 23:29:32.433101
ELEC-day3,0.0,0.0,0.0,,,,0,0,0,0,0,0,34,2026-02-02 23:29:32.433101
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,34,2026-02-02 23:29:32.433101
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,34,2026-02-02 23:29:32.433101
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,34,2026-02-02 23:29:32.433101
ELEC-F,13.0,0.0,0.0,,,,0,0,0,0,0,0,34,2026-02-02 23:29:32.433101
NG,2.1,2.08,2.12,800000.0,800000.0,,0,0,0,0,0,0,35,2026-02-02 23:29:33.468991
ELEC-day2,20.0,20.0,20.01,250.0,250.0,20.0,0,0,0,0,0,0,35,2026-02-02 23:29:33.468991
ELEC-day3,0.0,0.0,0.0,,,,0,0,0,0,0,0,35,2026-02-02 23:29:33.468991
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,35,2026-02-02 23:29:33.468991
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,35,2026-02-02 23:29:33.468991
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,35,2026-02-02 23:29:33.468991
ELEC-F,13.0,0.0,0.0,,,,0,0,0,0,0,0,35,2026-02-02 23:29:33.468991
NG,2.1,2.08,2.12,800000.0,800000.0,,0,0,0,0,0,0,36,2026-02-02 23:29:34.497020
ELEC-day2,20.0,20.0,20.01,250.0,250.0,20.0,0,0,0,0,0,0,36,2026-02-02 23:29:34.497020
ELEC-day3,0.0,0.0,0.0,,,,0,0,0,0,0,0,36,2026-02-02 23:29:34.497020
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,36,2026-02-02 23:29:34.497020
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,36,2026-02-02 23:29:34.497020
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,36,2026-02-02 23:29:34.497020
ELEC-F,13.0,0.0,0.0,,,,0,0,0,0,0,0,36,2026-02-02 23:29:34.497020
NG,2.1,2.08,2.12,800000.0,800000.0,,0,0,0,0,0,0,37,2026-02-02 23:29:35.528933
ELEC-day2,20.0,20.0,20.01,250.0,250.0,20.0,0,0,0,0,0,0,37,2026-02-02 23:29:35.528933
ELEC-day3,0.0,0.0,0.0,,,,0,0,0,0,0,0,37,2026-02-02 23:29:35.528933
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,37,2026-02-02 23:29:35.528933
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,37,2026-02-02 23:29:35.528933
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,37,2026-02-02 23:29:35.528933
ELEC-F,13.0,0.0,0.0,,,,0,0,0,0,0,0,37,2026-02-02 23:29:35.528933
NG,2.09,2.07,2.11,800000.0,800000.0,,0,0,0,0,0,0,38,2026-02-02 23:29:36.559189
ELEC-day2,20.0,20.0,20.01,250.0,250.0,20.0,0,0,0,0,0,0,38,2026-02-02 23:29:36.559189
ELEC-day3,0.0,0.0,0.0,,,,0,0,0,0,0,0,38,2026-02-02 23:29:36.559189
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,38,2026-02-02 23:29:36.559189
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,38,2026-02-02 23:29:36.559189
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,38,2026-02-02 23:29:36.559189
ELEC-F,13.0,0.0,0.0,,,,0,0,0,0,0,0,38,2026-02-02 23:29:36.559189
NG,2.09,2.07,2.11,800000.0,800000.0,,0,0,0,0,0,0,39,2026-02-02 23:29:37.596863
ELEC-day2,20.0,20.0,20.01,250.0,250.0,30.0,0,0,0,0,0,0,39,2026-02-02 23:29:37.596863
ELEC-day3,0.0,0.0,0.0,,,,0,0,0,0,0,0,39,2026-02-02 23:29:37.596863
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,39,2026-02-02 23:29:37.596863
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,39,2026-02-02 23:29:37.596863
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,39,2026-02-02 23:29:37.596863
ELEC-F,13.0,0.0,0.0,,,,0,0,0,0,0,0,39,2026-02-02 23:29:37.596863
NG,2.1,2.08,2.12,800000.0,800000.0,,0,0,0,0,0,0,40,2026-02-02 23:29:38.630604
ELEC-day2,20.0,20.0,20.01,250.0,250.0,30.0,0,0,0,0,0,0,40,2026-02-02 23:29:38.630604
ELEC-day3,0.0,0.0,0.0,,,,0,0,0,0,0,0,40,2026-02-02 23:29:38.630604
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,40,2026-02-02 23:29:38.630604
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,40,2026-02-02 23:29:38.630604
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,40,2026-02-02 23:29:38.630604
ELEC-F,13.0,0.0,0.0,,,,0,0,0,0,0,0,40,2026-02-02 23:29:38.630604
NG,2.1,2.08,2.12,800000.0,800000.0,,0,0,0,0,0,0,41,2026-02-02 23:29:39.668099
ELEC-day2,20.0,20.0,20.01,250.0,250.0,30.0,0,0,0,0,0,0,41,2026-02-02 23:29:39.668099
ELEC-day3,0.0,0.0,0.0,,,,0,0,0,0,0,0,41,2026-02-02 23:29:39.668099
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,41,2026-02-02 23:29:39.668099
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,41,2026-02-02 23:29:39.668099
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,41,2026-02-02 23:29:39.668099
ELEC-F,13.0,0.0,0.0,,,,0,0,0,0,0,0,41,2026-02-02 23:29:39.668099
NG,2.1,2.08,2.12,800000.0,800000.0,,0,0,0,0,0,0,42,2026-02-02 23:29:40.704285
ELEC-day2,20.01,20.0,20.01,250.0,250.0,30.0,0,0,0,0,0,0,42,2026-02-02 23:29:40.704285
ELEC-day3,0.0,0.0,0.0,,,,0,0,0,0,0,0,42,2026-02-02 23:29:40.704285
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,42,2026-02-02 23:29:40.704285
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,42,2026-02-02 23:29:40.704285
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,42,2026-02-02 23:29:40.704285
ELEC-F,13.0,0.0,0.0,,,,0,0,0,0,0,0,42,2026-02-02 23:29:40.704285
NG,2.1,2.08,2.12,800000.0,800000.0,,0,0,0,0,0,0,43,2026-02-02 23:29:41.731333
ELEC-day2,20.01,20.0,20.01,250.0,250.0,30.0,0,0,0,0,0,0,43,2026-02-02 23:29:41.731333
ELEC-day3,0.0,0.0,0.0,,,,0,0,0,0,0,0,43,2026-02-02 23:29:41.731333
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,43,2026-02-02 23:29:41.731333
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,43,2026-02-02 23:29:41.731333
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,43,2026-02-02 23:29:41.731333
ELEC-F,13.0,0.0,0.0,,,,0,0,0,0,0,0,43,2026-02-02 23:29:41.731333
NG,2.1,2.08,2.12,800000.0,800000.0,,0,0,0,0,0,0,44,2026-02-02 23:29:42.761737
ELEC-day2,20.01,20.0,20.01,250.0,250.0,30.0,0,0,0,0,0,0,44,2026-02-02 23:29:42.761737
ELEC-day3,0.0,0.0,0.0,,,,0,0,0,0,0,0,44,2026-02-02 23:29:42.761737
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,44,2026-02-02 23:29:42.761737
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,44,2026-02-02 23:29:42.761737
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,44,2026-02-02 23:29:42.761737
ELEC-F,13.0,0.0,0.0,,,,0,0,0,0,0,0,44,2026-02-02 23:29:42.761737
NG,2.09,2.07,2.11,800000.0,800000.0,,0,0,0,0,0,0,45,2026-02-02 23:29:43.797922
ELEC-day2,20.01,20.0,20.01,250.0,250.0,30.0,0,0,0,0,0,0,45,2026-02-02 23:29:43.797922
ELEC-day3,0.0,0.0,0.0,,,,0,0,0,0,0,0,45,2026-02-02 23:29:43.797922
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,45,2026-02-02 23:29:43.797922
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,45,2026-02-02 23:29:43.797922
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,45,2026-02-02 23:29:43.797922
ELEC-F,13.0,0.0,0.0,,,,0,0,0,0,0,0,45,2026-02-02 23:29:43.797922
NG,2.1,2.08,2.12,800000.0,800000.0,,0,0,0,0,0,0,46,2026-02-02 23:29:44.832723
ELEC-day2,20.01,20.0,20.01,250.0,250.0,30.0,0,0,0,0,0,0,46,2026-02-02 23:29:44.832723
ELEC-day3,0.0,0.0,0.0,,,,0,0,0,0,0,0,46,2026-02-02 23:29:44.832723
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,46,2026-02-02 23:29:44.832723
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,46,2026-02-02 23:29:44.832723
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,46,2026-02-02 23:29:44.832723
ELEC-F,13.0,0.0,0.0,,,,0,0,0,0,0,0,46,2026-02-02 23:29:44.832723
NG,2.09,2.07,2.11,800000.0,800000.0,,0,0,0,0,0,0,47,2026-02-02 23:29:45.404802
ELEC-day2,20.01,20.0,20.01,250.0,250.0,30.0,0,0,0,0,0,0,47,2026-02-02 23:29:45.404802
ELEC-day3,0.0,0.0,0.0,,,,0,0,0,0,0,0,47,2026-02-02 23:29:45.404802
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,47,2026-02-02 23:29:45.404802
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,47,2026-02-02 23:29:45.404802
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,47,2026-02-02 23:29:45.404802
ELEC-F,13.0,0.0,0.0,,,,0,0,0,0,0,0,47,2026-02-02 23:29:45.404802
NG,2.09,2.07,2.11,800000.0,800000.0,,0,0,0,0,0,0,48,2026-02-02 23:29:46.500617
ELEC-day2,20.01,20.0,20.01,250.0,250.0,30.0,0,0,0,0,0,0,48,2026-02-02 23:29:46.500617
ELEC-day3,0.0,0.0,0.0,,,,0,0,0,0,0,0,48,2026-02-02 23:29:46.500617
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,48,2026-02-02 23:29:46.500617
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,48,2026-02-02 23:29:46.500617
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,48,2026-02-02 23:29:46.500617
ELEC-F,13.0,0.0,0.0,,,,0,0,0,0,0,0,48,2026-02-02 23:29:46.500617
NG,2.1,2.08,2.12,800000.0,800000.0,,0,0,0,0,0,0,49,2026-02-02 23:29:47.539405
ELEC-day2,20.01,20.0,20.01,250.0,250.0,30.0,0,0,0,0,0,0,49,2026-02-02 23:29:47.539405
ELEC-day3,0.0,0.0,0.0,,,,0,0,0,0,0,0,49,2026-02-02 23:29:47.539405
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,49,2026-02-02 23:29:47.539405
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,49,2026-02-02 23:29:47.539405
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,49,2026-02-02 23:29:47.539405
ELEC-F,13.0,0.0,0.0,,,,0,0,0,0,0,0,49,2026-02-02 23:29:47.539405
NG,2.11,2.09,2.13,800000.0,800000.0,,0,0,0,0,0,0,50,2026-02-02 23:29:48.574432
ELEC-day2,20.01,20.0,20.01,250.0,250.0,30.0,0,0,0,0,0,0,50,2026-02-02 23:29:48.574432
ELEC-day3,0.0,0.0,0.0,,,,0,0,0,0,0,0,50,2026-02-02 23:29:48.574432
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,50,2026-02-02 23:29:48.574432
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,50,2026-02-02 23:29:48.574432
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,50,2026-02-02 23:29:48.574432
ELEC-F,13.0,0.0,0.0,,,,0,0,0,0,0,0,50,2026-02-02 23:29:48.574432
NG,2.11,2.09,2.13,800000.0,800000.0,,0,0,0,0,0,0,51,2026-02-02 23:29:49.602874
ELEC-day2,20.01,20.0,20.01,250.0,250.0,30.0,0,0,0,0,0,0,51,2026-02-02 23:29:49.602874
ELEC-day3,0.0,0.0,0.0,,,,0,0,0,0,0,0,51,2026-02-02 23:29:49.602874
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,51,2026-02-02 23:29:49.602874
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,51,2026-02-02 23:29:49.602874
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,51,2026-02-02 23:29:49.602874
ELEC-F,13.0,0.0,0.0,,,,0,0,0,0,0,0,51,2026-02-02 23:29:49.602874
NG,2.12,2.1,2.14,800000.0,800000.0,,0,0,0,0,0,0,52,2026-02-02 23:29:50.644802
ELEC-day2,20.01,20.0,20.01,250.0,250.0,30.0,0,0,0,0,0,0,52,2026-02-02 23:29:50.644802
ELEC-day3,0.0,0.0,0.0,,,,0,0,0,0,0,0,52,2026-02-02 23:29:50.644802
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,52,2026-02-02 23:29:50.644802
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,52,2026-02-02 23:29:50.644802
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,52,2026-02-02 23:29:50.644802
ELEC-F,13.0,0.0,0.0,,,,0,0,0,0,0,0,52,2026-02-02 23:29:50.644802
NG,2.11,2.09,2.13,800000.0,800000.0,,0,0,0,0,0,0,53,2026-02-02 23:29:51.689254
ELEC-day2,20.01,20.0,20.01,250.0,250.0,30.0,0,0,0,0,0,0,53,2026-02-02 23:29:51.689254
ELEC-day3,0.0,0.0,0.0,,,,0,0,0,0,0,0,53,2026-02-02 23:29:51.689254
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,53,2026-02-02 23:29:51.689254
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,53,2026-02-02 23:29:51.689254
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,53,2026-02-02 23:29:51.689254
ELEC-F,13.0,0.0,0.0,,,,0,0,0,0,0,0,53,2026-02-02 23:29:51.689254
NG,2.11,2.09,2.13,800000.0,800000.0,,0,0,0,0,0,0,54,2026-02-02 23:29:52.730518
ELEC-day2,20.01,20.0,20.01,250.0,250.0,30.0,0,0,0,0,0,0,54,2026-02-02 23:29:52.730518
ELEC-day3,0.0,0.0,0.0,,,,0,0,0,0,0,0,54,2026-02-02 23:29:52.730518
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,54,2026-02-02 23:29:52.730518
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,54,2026-02-02 23:29:52.730518
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,54,2026-02-02 23:29:52.730518
ELEC-F,13.0,0.0,0.0,,,,0,0,0,0,0,0,54,2026-02-02 23:29:52.730518
NG,2.12,2.1,2.14,800000.0,800000.0,,0,0,0,0,0,0,55,2026-02-02 23:29:53.762968
ELEC-day2,20.0,20.0,20.01,250.0,250.0,30.0,0,0,0,0,0,0,55,2026-02-02 23:29:53.762968
ELEC-day3,0.0,0.0,0.0,,,,0,0,0,0,0,0,55,2026-02-02 23:29:53.762968
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,55,2026-02-02 23:29:53.762968
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,55,2026-02-02 23:29:53.762968
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,55,2026-02-02 23:29:53.762968
ELEC-F,13.0,0.0,0.0,,,,0,0,0,0,0,0,55,2026-02-02 23:29:53.762968
NG,2.12,2.1,2.14,800000.0,800000.0,,0,0,0,0,0,0,56,2026-02-02 23:29:54.799933
ELEC-day2,20.0,20.0,20.01,250.0,250.0,30.0,0,0,0,0,0,0,56,2026-02-02 23:29:54.799933
ELEC-day3,0.0,0.0,0.0,,,,0,0,0,0,0,0,56,2026-02-02 23:29:54.799933
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,56,2026-02-02 23:29:54.799933
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,56,2026-02-02 23:29:54.799933
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,56,2026-02-02 23:29:54.799933
ELEC-F,13.0,0.0,0.0,,,,0,0,0,0,0,0,56,2026-02-02 23:29:54.799933
NG,2.12,2.1,2.14,800000.0,800000.0,,0,0,0,0,0,0,57,2026-02-02 23:29:55.834211
ELEC-day2,20.0,20.0,20.01,250.0,250.0,30.0,0,0,0,0,0,0,57,2026-02-02 23:29:55.834211
ELEC-day3,0.0,0.0,0.0,,,,0,0,0,0,0,0,57,2026-02-02 23:29:55.834211
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,57,2026-02-02 23:29:55.834211
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,57,2026-02-02 23:29:55.834211
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,57,2026-02-02 23:29:55.834211
ELEC-F,13.0,0.0,0.0,,,,0,0,0,0,0,0,57,2026-02-02 23:29:55.834211
NG,2.12,2.1,2.14,800000.0,800000.0,,0,0,0,0,0,0,58,2026-02-02 23:29:56.871649
ELEC-day2,20.0,20.0,20.01,250.0,250.0,30.0,0,0,0,0,0,0,58,2026-02-02 23:29:56.871649
ELEC-day3,0.0,0.0,0.0,,,,0,0,0,0,0,0,58,2026-02-02 23:29:56.871649
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,58,2026-02-02 23:29:56.871649
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,58,2026-02-02 23:29:56.871649
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,58,2026-02-02 23:29:56.871649
ELEC-F,13.0,0.0,0.0,,,,0,0,0,0,0,0,58,2026-02-02 23:29:56.871649
NG,2.12,2.1,2.14,800000.0,800000.0,,0,0,0,0,0,0,59,2026-02-02 23:29:57.902086
ELEC-day2,20.0,20.0,20.01,250.0,250.0,30.0,0,0,0,0,0,0,59,2026-02-02 23:29:57.902086
ELEC-day3,0.0,0.0,0.0,,,,0,0,0,0,0,0,59,2026-02-02 23:29:57.902086
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,59,2026-02-02 23:29:57.902086
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,59,2026-02-02 23:29:57.902086
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,59,2026-02-02 23:29:57.902086
ELEC-F,13.0,0.0,0.0,,,,0,0,0,0,0,0,59,2026-02-02 23:29:57.902086
NG,2.13,2.11,2.15,800000.0,800000.0,,0,0,0,0,0,0,60,2026-02-02 23:29:58.940603
ELEC-day2,20.0,20.0,20.01,250.0,250.0,30.0,0,0,0,0,0,0,60,2026-02-02 23:29:58.940603
ELEC-day3,0.0,0.0,0.0,,,,0,0,0,0,0,0,60,2026-02-02 23:29:58.940603
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,60,2026-02-02 23:29:58.940603
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,60,2026-02-02 23:29:58.940603
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,60,2026-02-02 23:29:58.940603
ELEC-F,13.0,0.0,0.0,,,,0,0,0,0,0,0,60,2026-02-02 23:29:58.940603
NG,2.14,2.12,2.16,800000.0,800000.0,,0,0,0,0,0,0,61,2026-02-02 23:29:59.523074
ELEC-day2,20.0,20.0,20.01,250.0,250.0,30.0,0,0,0,0,0,0,61,2026-02-02 23:29:59.523074
ELEC-day3,0.0,0.0,0.0,,,,0,0,0,0,0,0,61,2026-02-02 23:29:59.523074
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,61,2026-02-02 23:29:59.523074
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,61,2026-02-02 23:29:59.523074
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,61,2026-02-02 23:29:59.523074
ELEC-F,13.0,0.0,0.0,,,,0,0,0,0,0,0,61,2026-02-02 23:29:59.523074
NG,2.14,2.12,2.16,800000.0,800000.0,,0,0,0,0,0,0,62,2026-02-02 23:30:00.649668
ELEC-day2,20.0,20.0,20.01,250.0,250.0,30.0,0,0,0,0,0,0,62,2026-02-02 23:30:00.649668
ELEC-day3,0.0,0.0,0.0,,,,0,0,0,0,0,0,62,2026-02-02 23:30:00.649668
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,62,2026-02-02 23:30:00.649668
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,62,2026-02-02 23:30:00.649668
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,62,2026-02-02 23:30:00.649668
ELEC-F,13.0,0.0,0.0,,,,0,0,0,0,0,0,62,2026-02-02 23:30:00.649668
NG,2.14,2.12,2.16,800000.0,800000.0,,0,0,0,0,0,0,63,2026-02-02 23:30:01.685136
ELEC-day2,20.0,20.0,20.01,250.0,250.0,30.0,0,0,0,0,0,0,63,2026-02-02 23:30:01.685136
ELEC-day3,0.0,0.0,0.0,,,,0,0,0,0,0,0,63,2026-02-02 23:30:01.685136
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,63,2026-02-02 23:30:01.685136
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,63,2026-02-02 23:30:01.685136
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,63,2026-02-02 23:30:01.685136
ELEC-F,13.0,0.0,0.0,,,,0,0,0,0,0,0,63,2026-02-02 23:30:01.685136
NG,2.16,2.12,2.16,800000.0,800000.0,,0,0,0,0,0,0,64,2026-02-02 23:30:02.778920
ELEC-day2,20.0,20.0,20.01,250.0,250.0,30.0,0,0,0,0,0,0,64,2026-02-02 23:30:02.778920
ELEC-day3,0.0,0.0,0.0,,,,0,0,0,0,0,0,64,2026-02-02 23:30:02.778920
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,64,2026-02-02 23:30:02.778920
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,64,2026-02-02 23:30:02.778920
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,64,2026-02-02 23:30:02.778920
ELEC-F,13.0,0.0,0.0,,,,0,0,0,0,0,0,64,2026-02-02 23:30:02.778920
NG,2.14,2.12,2.16,800000.0,800000.0,,0,0,0,0,0,0,65,2026-02-02 23:30:03.810877
ELEC-day2,20.0,20.0,20.01,250.0,250.0,30.0,0,0,0,0,0,0,65,2026-02-02 23:30:03.810877
ELEC-day3,0.0,0.0,0.0,,,,0,0,0,0,0,0,65,2026-02-02 23:30:03.810877
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,65,2026-02-02 23:30:03.810877
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,65,2026-02-02 23:30:03.810877
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,65,2026-02-02 23:30:03.810877
ELEC-F,13.0,0.0,0.0,,,,0,0,0,0,0,0,65,2026-02-02 23:30:03.810877
NG,2.14,2.12,2.16,800000.0,800000.0,,0,0,0,0,0,0,66,2026-02-02 23:30:04.852124
ELEC-day2,20.0,20.0,20.01,250.0,250.0,30.0,0,0,0,0,0,0,66,2026-02-02 23:30:04.852124
ELEC-day3,0.0,0.0,0.0,,,,0,0,0,0,0,0,66,2026-02-02 23:30:04.852124
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,66,2026-02-02 23:30:04.852124
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,66,2026-02-02 23:30:04.852124
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,66,2026-02-02 23:30:04.852124
ELEC-F,13.0,0.0,0.0,,,,0,0,0,0,0,0,66,2026-02-02 23:30:04.852124
NG,2.14,2.12,2.16,800000.0,800000.0,,0,0,0,0,0,0,67,2026-02-02 23:30:05.885030
ELEC-day2,20.0,20.0,20.01,250.0,250.0,30.0,0,0,0,0,0,0,67,2026-02-02 23:30:05.885030
ELEC-day3,0.0,0.0,0.0,,,,0,0,0,0,0,0,67,2026-02-02 23:30:05.885030
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,67,2026-02-02 23:30:05.885030
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,67,2026-02-02 23:30:05.885030
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,67,2026-02-02 23:30:05.885030
ELEC-F,13.0,0.0,0.0,,,,0,0,0,0,0,0,67,2026-02-02 23:30:05.885030
NG,2.14,2.12,2.16,800000.0,800000.0,,0,0,0,0,0,0,68,2026-02-02 23:30:06.918741
ELEC-day2,20.0,20.0,20.01,250.0,250.0,30.0,0,0,0,0,0,0,68,2026-02-02 23:30:06.918741
ELEC-day3,0.0,0.0,0.0,,,,0,0,0,0,0,0,68,2026-02-02 23:30:06.918741
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,68,2026-02-02 23:30:06.918741
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,68,2026-02-02 23:30:06.918741
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,68,2026-02-02 23:30:06.918741
ELEC-F,13.0,0.0,0.0,,,,0,0,0,0,0,0,68,2026-02-02 23:30:06.918741
NG,2.14,2.12,2.16,800000.0,800000.0,,0,0,0,0,0,0,69,2026-02-02 23:30:07.950003
ELEC-day2,20.0,20.0,20.01,250.0,250.0,30.0,0,0,0,0,0,0,69,2026-02-02 23:30:07.950003
ELEC-day3,0.0,0.0,0.0,,,,0,0,0,0,0,0,69,2026-02-02 23:30:07.950003
