ticker,last_price,bid_price,ask_price,SELL_CITY-T1,SELL_CITY-D,SELL_CITY-P,BUY_CITY-P,SELL_CITY-T2,SELL_ANON,SELL_DUBL-T1,BUY_ANON,BUY_DUBL-T1,SELL_LAVL-D,BUY_CITY-T1,BUY_CHUL-P,BUY_CITY-D,tick,timestamp
ELEC-F,16.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,134,2026-02-03 09:17:56.476296
NG,2.12,2.1,2.14,800000.0,800000.0,0,0,0,0,0,0,0,0,0,0,0,135,2026-02-03 09:17:57.519095
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,135,2026-02-03 09:17:57.519095
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,135,2026-02-03 09:17:57.519095
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,135,2026-02-03 09:17:57.519095
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,135,2026-02-03 09:17:57.519095
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,135,2026-02-03 09:17:57.519095
ELEC-F,16.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,135,2026-02-03 09:17:57.519095
NG,2.12,2.1,2.14,800000.0,800000.0,0,0,0,0,0,0,0,0,0,0,0,136,2026-02-03 09:17:58.571518
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,136,2026-02-03 09:17:58.571518
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,136,2026-02-03 09:17:58.571518
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,136,2026-02-03 09:17:58.571518
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,136,2026-02-03 09:17:58.571518
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,136,2026-02-03 09:17:58.571518
ELEC-F,16.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,136,2026-02-03 09:17:58.571518
NG,2.12,2.1,2.14,800000.0,800000.0,0,0,0,0,0,0,0,0,0,0,0,137,2026-02-03 09:17:59.621682
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,137,2026-02-03 09:17:59.621682
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,137,2026-02-03 09:17:59.621682
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,137,2026-02-03 09:17:59.621682
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,137,2026-02-03 09:17:59.621682
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,137,2026-02-03 09:17:59.621682
ELEC-F,16.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,137,2026-02-03 09:17:59.621682
NG,2.12,2.1,2.14,800000.0,800000.0,0,0,0,0,0,0,0,0,0,0,0,138,2026-02-03 09:18:00.665705
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,138,2026-02-03 09:18:00.665705
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,138,2026-02-03 09:18:00.665705
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,138,2026-02-03 09:18:00.665705
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,138,2026-02-03 09:18:00.665705
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,138,2026-02-03 09:18:00.665705
ELEC-F,16.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,138,2026-02-03 09:18:00.665705
NG,2.14,2.12,2.16,800000.0,800000.0,0,0,0,0,0,0,0,0,0,0,0,139,2026-02-03 09:18:01.705960
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,139,2026-02-03 09:18:01.705960
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,139,2026-02-03 09:18:01.705960
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,139,2026-02-03 09:18:01.705960
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,139,2026-02-03 09:18:01.705960
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,139,2026-02-03 09:18:01.705960
ELEC-F,16.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,139,2026-02-03 09:18:01.705960
NG,2.13,2.11,2.15,800000.0,800000.0,0,0,0,0,0,0,0,0,0,0,0,140,2026-02-03 09:18:02.747117
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,140,2026-02-03 09:18:02.747117
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,140,2026-02-03 09:18:02.747117
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,140,2026-02-03 09:18:02.747117
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,140,2026-02-03 09:18:02.747117
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,140,2026-02-03 09:18:02.747117
ELEC-F,16.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,140,2026-02-03 09:18:02.747117
NG,2.12,2.1,2.14,800000.0,800000.0,0,0,0,0,0,0,0,0,0,0,0,141,2026-02-03 09:18:03.789491
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,141,2026-02-03 09:18:03.789491
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,141,2026-02-03 09:18:03.789491
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,141,2026-02-03 09:18:03.789491
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,141,2026-02-03 09:18:03.789491
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,141,2026-02-03 09:18:03.789491
ELEC-F,16.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,141,2026-02-03 09:18:03.789491
NG,2.12,2.1,2.14,800000.0,800000.0,0,0,0,0,0,0,0,0,0,0,0,142,2026-02-03 09:18:04.344398
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,142,2026-02-03 09:18:04.344398
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,142,2026-02-03 09:18:04.344398
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,142,2026-02-03 09:18:04.344398
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,142,2026-02-03 09:18:04.344398
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,142,2026-02-03 09:18:04.344398
ELEC-F,16.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,142,2026-02-03 09:18:04.344398
NG,2.12,2.1,2.14,800000.0,800000.0,0,0,0,0,0,0,0,0,0,0,0,143,2026-02-03 09:18:05.439961
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,143,2026-02-03 09:18:05.439961
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,143,2026-02-03 09:18:05.439961
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,143,2026-02-03 09:18:05.439961
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,143,2026-02-03 09:18:05.439961
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,143,2026-02-03 09:18:05.439961
ELEC-F,16.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,143,2026-02-03 09:18:05.439961
NG,2.11,2.09,2.13,800000.0,800000.0,0,0,0,0,0,0,0,0,0,0,0,144,2026-02-03 09:18:06.479901
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,144,2026-02-03 09:18:06.479901
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,144,2026-02-03 09:18:06.479901
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,144,2026-02-03 09:18:06.479901
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,144,2026-02-03 09:18:06.479901
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,144,2026-02-03 09:18:06.479901
ELEC-F,16.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,144,2026-02-03 09:18:06.479901
NG,2.11,2.09,2.13,800000.0,800000.0,0,0,0,0,0,0,0,0,0,0,0,145,2026-02-03 09:18:07.522069
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,145,2026-02-03 09:18:07.522069
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,145,2026-02-03 09:18:07.522069
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,145,2026-02-03 09:18:07.522069
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,145,2026-02-03 09:18:07.522069
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,145,2026-02-03 09:18:07.522069
ELEC-F,16.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,145,2026-02-03 09:18:07.522069
NG,2.11,2.09,2.13,800000.0,800000.0,0,0,0,0,0,0,0,0,0,0,0,146,2026-02-03 09:18:08.573272
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,146,2026-02-03 09:18:08.573272
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,146,2026-02-03 09:18:08.573272
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,146,2026-02-03 09:18:08.573272
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,146,2026-02-03 09:18:08.573272
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,146,2026-02-03 09:18:08.573272
ELEC-F,16.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,146,2026-02-03 09:18:08.573272
NG,2.11,2.09,2.13,800000.0,800000.0,0,0,0,0,0,0,0,0,0,0,0,147,2026-02-03 09:18:09.626447
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,147,2026-02-03 09:18:09.626447
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,147,2026-02-03 09:18:09.626447
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,147,2026-02-03 09:18:09.626447
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,147,2026-02-03 09:18:09.626447
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,147,2026-02-03 09:18:09.626447
ELEC-F,16.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,147,2026-02-03 09:18:09.626447
NG,2.11,2.09,2.13,800000.0,800000.0,0,0,0,0,0,0,0,0,0,0,0,148,2026-02-03 09:18:10.671145
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,148,2026-02-03 09:18:10.671145
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,148,2026-02-03 09:18:10.671145
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,148,2026-02-03 09:18:10.671145
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,148,2026-02-03 09:18:10.671145
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,148,2026-02-03 09:18:10.671145
ELEC-F,16.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,148,2026-02-03 09:18:10.671145
NG,2.11,2.09,2.13,800000.0,800000.0,0,0,0,0,0,0,0,0,0,0,0,149,2026-02-03 09:18:11.725730
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,149,2026-02-03 09:18:11.725730
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,149,2026-02-03 09:18:11.725730
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,149,2026-02-03 09:18:11.725730
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,149,2026-02-03 09:18:11.725730
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,149,2026-02-03 09:18:11.725730
ELEC-F,16.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,149,2026-02-03 09:18:11.725730
NG,2.12,2.1,2.14,800000.0,800000.0,0,0,0,0,0,0,0,0,0,0,0,150,2026-02-03 09:18:12.780932,7.0,1.0,149.0,,PRICE AND VOLUME BULLETIN,"Given the expected supply and demand in the market, the Regulatory Authority for Electricity board expects that the price for tomorrow will be between $17.00 and $22.00.<br><br>There will be 500 contracts available in the entire ELEC market, 250 contracts for buying and 250 contracts for selling. There are a total of 19 Producers, 19 Distributors and 38 Traders in the market.<br><br>Please note that the RAE will charge a bid-ask spread of 1 cent"
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,150,2026-02-03 09:18:12.780932,6.0,1.0,149.0,,SUNLIGHT Forecast for DAY 2,There will be 4 hours of sunlight tomorrow.
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,150,2026-02-03 09:18:12.780932,,,,,,
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,150,2026-02-03 09:18:12.780932,,,,,,
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,150,2026-02-03 09:18:12.780932,,,,,,
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,150,2026-02-03 09:18:12.780932,,,,,,
ELEC-F,16.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,150,2026-02-03 09:18:12.780932,,,,,,
NG,2.12,2.1,2.14,800000.0,800000.0,0,0,0,0,0,0,0,0,0,0,0,151,2026-02-03 09:18:13.823605
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,151,2026-02-03 09:18:13.823605
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,151,2026-02-03 09:18:13.823605
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,151,2026-02-03 09:18:13.823605
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,151,2026-02-03 09:18:13.823605
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,151,2026-02-03 09:18:13.823605
ELEC-F,16.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,151,2026-02-03 09:18:13.823605
NG,2.12,2.1,2.14,800000.0,800000.0,0,0,0,0,0,0,0,0,0,0,0,152,2026-02-03 09:18:14.394459
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,152,2026-02-03 09:18:14.394459
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,152,2026-02-03 09:18:14.394459
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,152,2026-02-03 09:18:14.394459
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,152,2026-02-03 09:18:14.394459
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,152,2026-02-03 09:18:14.394459
ELEC-F,16.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,152,2026-02-03 09:18:14.394459
NG,2.12,2.1,2.14,800000.0,800000.0,0,0,0,0,0,0,0,0,0,0,0,153,2026-02-03 09:18:15.516012
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,153,2026-02-03 09:18:15.516012
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,153,2026-02-03 09:18:15.516012
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,153,2026-02-03 09:18:15.516012
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,153,2026-02-03 09:18:15.516012
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,153,2026-02-03 09:18:15.516012
ELEC-F,16.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,153,2026-02-03 09:18:15.516012
NG,2.12,2.1,2.14,800000.0,800000.0,0,0,0,0,0,0,0,0,0,0,0,154,2026-02-03 09:18:16.555302
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,154,2026-02-03 09:18:16.555302
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,154,2026-02-03 09:18:16.555302
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,154,2026-02-03 09:18:16.555302
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,154,2026-02-03 09:18:16.555302
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,154,2026-02-03 09:18:16.555302
ELEC-F,16.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,154,2026-02-03 09:18:16.555302
NG,2.11,2.09,2.13,800000.0,800000.0,0,0,0,0,0,0,0,0,0,0,0,155,2026-02-03 09:18:17.598582
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,155,2026-02-03 09:18:17.598582
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,155,2026-02-03 09:18:17.598582
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,155,2026-02-03 09:18:17.598582
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,155,2026-02-03 09:18:17.598582
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,155,2026-02-03 09:18:17.598582
ELEC-F,16.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,155,2026-02-03 09:18:17.598582
NG,2.12,2.1,2.14,800000.0,800000.0,0,0,0,0,0,0,0,0,0,0,0,156,2026-02-03 09:18:18.635122
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,156,2026-02-03 09:18:18.635122
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,156,2026-02-03 09:18:18.635122
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,156,2026-02-03 09:18:18.635122
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,156,2026-02-03 09:18:18.635122
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,156,2026-02-03 09:18:18.635122
ELEC-F,16.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,156,2026-02-03 09:18:18.635122
NG,2.12,2.1,2.14,800000.0,800000.0,0,0,0,0,0,0,0,0,0,0,0,157,2026-02-03 09:18:19.675294
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,157,2026-02-03 09:18:19.675294
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,157,2026-02-03 09:18:19.675294
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,157,2026-02-03 09:18:19.675294
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,157,2026-02-03 09:18:19.675294
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,157,2026-02-03 09:18:19.675294
ELEC-F,16.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,157,2026-02-03 09:18:19.675294
NG,2.12,2.1,2.14,800000.0,800000.0,0,0,0,0,0,0,0,0,0,0,0,158,2026-02-03 09:18:20.711948
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,158,2026-02-03 09:18:20.711948
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,158,2026-02-03 09:18:20.711948
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,158,2026-02-03 09:18:20.711948
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,158,2026-02-03 09:18:20.711948
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,158,2026-02-03 09:18:20.711948
ELEC-F,16.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,158,2026-02-03 09:18:20.711948
NG,2.12,2.1,2.14,800000.0,800000.0,0,0,0,0,0,0,0,0,0,0,0,159,2026-02-03 09:18:21.748951
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,159,2026-02-03 09:18:21.748951
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,159,2026-02-03 09:18:21.748951
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,159,2026-02-03 09:18:21.748951
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,159,2026-02-03 09:18:21.748951
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,159,2026-02-03 09:18:21.748951
ELEC-F,16.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,159,2026-02-03 09:18:21.748951
NG,2.12,2.1,2.14,800000.0,800000.0,0,0,0,0,0,0,0,0,0,0,0,160,2026-02-03 09:18:22.793839
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,160,2026-02-03 09:18:22.793839
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,160,2026-02-03 09:18:22.793839
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,160,2026-02-03 09:18:22.793839
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,160,2026-02-03 09:18:22.793839
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,160,2026-02-03 09:18:22.793839
ELEC-F,16.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,160,2026-02-03 09:18:22.793839
NG,2.11,2.09,2.13,800000.0,800000.0,0,0,0,0,0,0,0,0,0,0,0,161,2026-02-03 09:18:23.834558
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,161,2026-02-03 09:18:23.834558
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,161,2026-02-03 09:18:23.834558
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,161,2026-02-03 09:18:23.834558
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,161,2026-02-03 09:18:23.834558
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,161,2026-02-03 09:18:23.834558
ELEC-F,16.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,161,2026-02-03 09:18:23.834558
NG,2.11,2.09,2.13,800000.0,800000.0,0,0,0,0,0,0,0,0,0,0,0,162,2026-02-03 09:18:24.877483
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,162,2026-02-03 09:18:24.877483
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,162,2026-02-03 09:18:24.877483
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,162,2026-02-03 09:18:24.877483
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,162,2026-02-03 09:18:24.877483
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,162,2026-02-03 09:18:24.877483
ELEC-F,16.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,162,2026-02-03 09:18:24.877483
NG,2.12,2.1,2.14,800000.0,800000.0,0,0,0,0,0,0,0,0,0,0,0,163,2026-02-03 09:18:25.466033
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,163,2026-02-03 09:18:25.466033
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,163,2026-02-03 09:18:25.466033
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,163,2026-02-03 09:18:25.466033
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,163,2026-02-03 09:18:25.466033
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,163,2026-02-03 09:18:25.466033
ELEC-F,16.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,163,2026-02-03 09:18:25.466033
NG,2.12,2.1,2.14,800000.0,800000.0,0,0,0,0,0,0,0,0,0,0,0,164,2026-02-03 09:18:26.576907
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,164,2026-02-03 09:18:26.576907
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,164,2026-02-03 09:18:26.576907
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,164,2026-02-03 09:18:26.576907
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,164,2026-02-03 09:18:26.576907
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,164,2026-02-03 09:18:26.576907
ELEC-F,16.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,164,2026-02-03 09:18:26.576907
NG,2.13,2.11,2.15,800000.0,800000.0,0,0,0,0,0,0,0,0,0,0,0,165,2026-02-03 09:18:27.615683
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,165,2026-02-03 09:18:27.615683
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,165,2026-02-03 09:18:27.615683
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,165,2026-02-03 09:18:27.615683
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,165,2026-02-03 09:18:27.615683
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,165,2026-02-03 09:18:27.615683
