ticker,last_price,bid_price,ask_price,BUY_ANON,SELL_ANON,tick,timestamp,news_news_id,news_period,news_tick,news_ticker,news_headline,news_body
RITC,10.07,10.07,10.09,201400.0,203700.0,243,2026-02-02 22:52:34.024150,1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!
COMP,25.3,25.23,25.3,141500.0,69900.0,243,2026-02-02 22:52:34.024150,,,,,,
RITC,10.07,10.07,10.09,201400.0,203700.0,244,2026-02-02 22:52:34.738955
COMP,25.32,25.23,25.32,141500.0,69400.0,244,2026-02-02 22:52:34.738955
RITC,10.07,10.07,10.09,203100.0,203700.0,245,2026-02-02 22:52:35.271642
COMP,25.32,25.26,25.32,141100.0,69400.0,245,2026-02-02 22:52:35.271642
RITC,10.07,10.07,10.09,202100.0,203700.0,246,2026-02-02 22:52:36.318943
COMP,25.34,25.26,25.34,141100.0,70700.0,246,2026-02-02 22:52:36.318943
RITC,10.11,10.07,10.11,202100.0,201500.0,247,2026-02-02 22:52:37.349440
COMP,25.34,25.27,25.34,140400.0,70700.0,247,2026-02-02 22:52:37.349440
RITC,10.06,10.06,10.11,200800.0,202800.0,248,2026-02-02 22:52:38.386048
COMP,25.34,25.31,25.34,141500.0,70700.0,248,2026-02-02 22:52:38.386048
RITC,10.06,10.06,10.1,201100.0,205000.0,249,2026-02-02 22:52:39.441039
COMP,25.37,25.31,25.37,142500.0,71300.0,249,2026-02-02 22:52:39.441039
RITC,10.06,10.06,10.08,201400.0,205000.0,250,2026-02-02 22:52:40.470043
COMP,25.45,25.31,25.45,142500.0,70900.0,250,2026-02-02 22:52:40.470043
RITC,10.08,10.06,10.08,203200.0,205000.0,251,2026-02-02 22:52:41.618073
COMP,25.45,25.31,25.45,141900.0,78500.0,251,2026-02-02 22:52:41.618073
RITC,10.1,10.06,10.1,200300.0,205000.0,252,2026-02-02 22:52:42.768668
COMP,25.45,25.31,25.4,141900.0,78500.0,252,2026-02-02 22:52:42.768668
RITC,10.11,10.06,10.11,200300.0,204500.0,253,2026-02-02 22:52:43.808137
COMP,25.45,25.38,25.4,140400.0,78500.0,253,2026-02-02 22:52:43.808137
RITC,10.06,10.06,10.11,201500.0,204500.0,254,2026-02-02 22:52:44.378474
COMP,25.45,25.38,25.4,140600.0,78500.0,254,2026-02-02 22:52:44.378474
RITC,10.11,10.06,10.11,201500.0,205900.0,255,2026-02-02 22:52:45.467463
COMP,25.45,25.38,25.4,142200.0,78500.0,255,2026-02-02 22:52:45.467463
RITC,10.06,10.06,10.11,200300.0,203100.0,256,2026-02-02 22:52:46.719686
COMP,25.4,25.38,25.4,141700.0,78500.0,256,2026-02-02 22:52:46.719686
RITC,10.06,10.08,10.11,203500.0,203100.0,257,2026-02-02 22:52:47.451957
COMP,25.4,25.43,25.45,139400.0,70900.0,257,2026-02-02 22:52:47.451957
RITC,10.06,10.09,10.11,204000.0,203100.0,258,2026-02-02 22:52:48.499601
COMP,25.47,25.46,25.47,137400.0,72000.0,258,2026-02-02 22:52:48.499601
RITC,10.06,10.09,10.11,202300.0,204100.0,259,2026-02-02 22:52:49.700582
COMP,25.48,25.46,25.48,137400.0,69700.0,259,2026-02-02 22:52:49.700582
RITC,10.11,10.09,10.11,202300.0,204300.0,260,2026-02-02 22:52:50.753473
COMP,25.49,25.46,25.49,137400.0,67500.0,260,2026-02-02 22:52:50.753473
RITC,10.09,10.09,10.11,202300.0,204500.0,261,2026-02-02 22:52:51.818011
COMP,25.49,25.46,25.49,135300.0,67500.0,261,2026-02-02 22:52:51.818011
RITC,10.11,10.09,10.11,203500.0,204800.0,262,2026-02-02 22:52:52.849323
COMP,25.49,25.46,25.49,137000.0,67500.0,262,2026-02-02 22:52:52.849323
RITC,10.11,10.09,10.11,203700.0,204800.0,263,2026-02-02 22:52:53.395098
COMP,25.49,25.46,25.49,135200.0,67500.0,263,2026-02-02 22:52:53.395098
RITC,10.12,10.09,10.12,203700.0,203800.0,264,2026-02-02 22:52:54.450983
COMP,25.5,25.54,25.56,134400.0,67000.0,264,2026-02-02 22:52:54.450983
RITC,10.12,10.09,10.12,205000.0,206200.0,265,2026-02-02 22:52:55.483289
COMP,25.56,25.54,25.56,134400.0,67000.0,265,2026-02-02 22:52:55.483289
RITC,10.12,10.09,10.12,205000.0,206200.0,266,2026-02-02 22:52:56.526646
COMP,25.3,25.56,25.67,134000.0,67500.0,266,2026-02-02 22:52:56.526646
RITC,10.12,10.09,10.12,202700.0,203700.0,267,2026-02-02 22:52:57.582159
COMP,25.3,25.56,25.61,134000.0,75000.0,267,2026-02-02 22:52:57.582159
RITC,10.12,10.09,10.12,203500.0,203700.0,268,2026-02-02 22:52:58.627773
COMP,25.67,25.65,25.67,134400.0,67500.0,268,2026-02-02 22:52:58.627773
RITC,10.12,10.09,10.12,202900.0,203500.0,269,2026-02-02 22:52:59.677059
COMP,25.65,25.57,25.64,133900.0,75400.0,269,2026-02-02 22:52:59.677059
RITC,10.12,10.11,10.12,197700.0,203500.0,270,2026-02-02 22:53:00.811131
COMP,25.64,25.57,25.64,133900.0,75400.0,270,2026-02-02 22:53:00.811131
RITC,10.12,10.11,10.12,202000.0,203500.0,271,2026-02-02 22:53:01.997760
COMP,25.64,25.57,25.64,133400.0,75400.0,271,2026-02-02 22:53:01.997760
RITC,10.12,10.11,10.12,201700.0,203500.0,272,2026-02-02 22:53:02.608917
COMP,25.57,25.57,25.64,135000.0,75400.0,272,2026-02-02 22:53:02.608917
COMP,25.32,25.3,25.32,134400.0,146000.0,0,0,484,2026-02-02 22:56:35.616243
RITC,11.08,11.06,11.08,188300.0,174300.0,0,0,485,2026-02-02 22:56:36.651147
COMP,25.32,25.3,25.32,134400.0,146000.0,0,0,485,2026-02-02 22:56:36.651147
RITC,11.06,11.03,11.05,188400.0,177800.0,0,0,486,2026-02-02 22:56:37.694536
COMP,25.32,25.3,25.32,134100.0,146000.0,0,0,486,2026-02-02 22:56:37.694536
RITC,11.06,11.04,11.05,187400.0,177900.0,0,0,487,2026-02-02 22:56:38.740412
COMP,25.32,25.3,25.32,134100.0,146000.0,0,0,487,2026-02-02 22:56:38.740412
RITC,11.03,11.03,11.05,188400.0,177900.0,0,0,488,2026-02-02 22:56:39.784210
COMP,25.32,25.3,25.32,132700.0,144400.0,0,0,488,2026-02-02 22:56:39.784210
RITC,11.03,11.04,11.05,188800.0,179100.0,0,0,489,2026-02-02 22:56:40.876881
COMP,25.28,25.28,25.32,133800.0,144400.0,0,0,489,2026-02-02 22:56:40.876881
RITC,11.04,11.04,11.07,188800.0,177000.0,0,0,490,2026-02-02 22:56:41.905530
COMP,25.32,25.28,25.32,133800.0,144400.0,0,0,490,2026-02-02 22:56:41.905530
RITC,11.04,11.06,11.07,189100.0,177400.0,0,0,491,2026-02-02 22:56:42.932353
COMP,25.32,25.28,25.32,134500.0,144400.0,0,0,491,2026-02-02 22:56:42.932353
RITC,11.07,11.06,11.07,189100.0,177400.0,0,0,492,2026-02-02 22:56:43.960217
COMP,25.33,25.28,25.33,135600.0,143300.0,0,0,492,2026-02-02 22:56:43.960217
RITC,11.07,11.07,11.08,186300.0,174200.0,0,0,493,2026-02-02 22:56:44.985641
COMP,25.33,25.28,25.33,135800.0,143300.0,0,0,493,2026-02-02 22:56:44.985641
RITC,11.08,11.07,11.08,186300.0,174500.0,0,0,494,2026-02-02 22:56:46.014909
COMP,25.33,25.32,25.33,136700.0,143300.0,0,0,494,2026-02-02 22:56:46.014909
RITC,11.09,11.07,11.09,186200.0,172600.0,0,0,495,2026-02-02 22:56:47.043899
COMP,25.34,25.32,25.34,136700.0,141600.0,0,0,495,2026-02-02 22:56:47.043899
RITC,11.09,11.07,11.09,185700.0,172600.0,0,0,496,2026-02-02 22:56:48.072077
COMP,25.34,25.32,25.34,136700.0,140800.0,0,0,496,2026-02-02 22:56:48.072077
RITC,11.09,11.09,11.1,187900.0,171700.0,0,0,497,2026-02-02 22:56:49.094737
COMP,25.34,25.32,25.34,136700.0,140600.0,0,0,497,2026-02-02 22:56:49.094737
RITC,11.07,11.07,11.1,189300.0,171700.0,0,0,498,2026-02-02 22:56:50.162928
COMP,25.34,25.32,25.34,136700.0,140600.0,0,0,498,2026-02-02 22:56:50.162928
RITC,11.03,11.03,11.1,186400.0,171700.0,0,0,499,2026-02-02 22:56:50.705526
COMP,25.34,25.32,25.34,136700.0,140600.0,0,0,499,2026-02-02 22:56:50.705526
RITC,11.03,11.06,11.1,186500.0,171700.0,0,0,500,2026-02-02 22:56:51.747652
COMP,25.34,25.32,25.34,136700.0,143000.0,0,0,500,2026-02-02 22:56:51.747652
RITC,11.03,11.08,11.1,185700.0,172800.0,0,0,501,2026-02-02 22:56:52.803050
COMP,25.28,25.28,25.34,136900.0,143000.0,0,0,501,2026-02-02 22:56:52.803050
RITC,11.09,11.09,11.1,187200.0,172800.0,0,0,502,2026-02-02 22:56:53.864971
COMP,25.28,25.28,25.32,136900.0,141400.0,0,0,502,2026-02-02 22:56:53.864971
RITC,11.09,11.09,11.1,187200.0,173600.0,0,0,503,2026-02-02 22:56:54.889105
COMP,25.28,25.3,25.32,136200.0,141400.0,0,0,503,2026-02-02 22:56:54.889105
RITC,11.1,11.09,11.1,186800.0,172000.0,0,0,504,2026-02-02 22:56:55.920341
COMP,25.28,25.3,25.32,135700.0,141400.0,0,0,504,2026-02-02 22:56:55.920341
RITC,11.1,11.1,11.11,190200.0,169500.0,0,0,505,2026-02-02 22:56:56.960810
COMP,25.32,25.3,25.32,135600.0,141400.0,0,0,505,2026-02-02 22:56:56.960810
RITC,11.1,11.1,11.11,186700.0,169500.0,0,0,506,2026-02-02 22:56:57.991584
COMP,25.32,25.31,25.32,136200.0,141400.0,0,0,506,2026-02-02 22:56:57.991584
RITC,11.11,11.1,11.11,188000.0,170800.0,0,0,507,2026-02-02 22:56:59.020611
COMP,25.34,25.31,25.34,136100.0,142800.0,0,0,507,2026-02-02 22:56:59.020611
RITC,11.1,11.1,11.11,184900.0,170800.0,0,0,508,2026-02-02 22:57:00.049193
COMP,25.34,25.31,25.35,136100.0,143700.0,0,0,508,2026-02-02 22:57:00.049193
RITC,11.09,11.08,11.09,185200.0,170000.0,0,0,509,2026-02-02 22:57:01.074035
COMP,25.35,25.31,25.35,136100.0,143700.0,0,0,509,2026-02-02 22:57:01.074035
RITC,11.08,11.08,11.09,187400.0,170000.0,0,0,510,2026-02-02 22:57:02.106383
COMP,25.35,25.33,25.35,136300.0,143700.0,0,0,510,2026-02-02 22:57:02.106383
RITC,11.08,11.08,11.09,185700.0,168500.0,0,0,511,2026-02-02 22:57:03.141225
COMP,25.35,25.33,25.35,136000.0,143200.0,0,0,511,2026-02-02 22:57:03.141225
RITC,11.08,11.08,11.09,185700.0,168500.0,0,0,512,2026-02-02 22:57:04.175324
COMP,25.35,25.33,25.35,136000.0,142700.0,0,0,512,2026-02-02 22:57:04.175324
RITC,11.09,11.09,11.11,189100.0,170100.0,0,0,513,2026-02-02 22:57:05.197883
COMP,25.35,25.33,25.35,136000.0,143200.0,0,0,513,2026-02-02 22:57:05.197883
RITC,11.09,11.09,11.11,189800.0,168000.0,0,0,514,2026-02-02 22:57:05.715810
COMP,25.35,25.33,25.35,136600.0,143200.0,0,0,514,2026-02-02 22:57:05.715810
RITC,11.09,11.09,11.11,187000.0,168000.0,0,0,515,2026-02-02 22:57:06.744822
COMP,25.35,25.33,25.35,137600.0,143000.0,0,0,515,2026-02-02 22:57:06.744822
RITC,11.11,11.09,11.11,187300.0,170600.0,0,0,516,2026-02-02 22:57:07.775513
COMP,25.35,25.33,25.35,137600.0,143000.0,0,0,516,2026-02-02 22:57:07.775513
RITC,11.09,11.1,11.11,185600.0,170600.0,0,0,517,2026-02-02 22:57:08.811198
COMP,25.35,25.33,25.35,135400.0,143000.0,0,0,517,2026-02-02 22:57:08.811198
RITC,11.11,11.1,11.11,183700.0,170600.0,0,0,518,2026-02-02 22:57:09.892935
COMP,25.36,25.33,25.36,135400.0,143200.0,0,0,518,2026-02-02 22:57:09.892935
RITC,11.11,11.1,11.11,182600.0,168700.0,0,0,519,2026-02-02 22:57:10.962617
COMP,25.36,25.33,25.36,135400.0,141600.0,0,0,519,2026-02-02 22:57:10.962617
RITC,11.11,11.1,11.11,182600.0,168200.0,0,0,520,2026-02-02 22:57:11.987817
COMP,25.36,25.33,25.36,133900.0,141600.0,0,0,520,2026-02-02 22:57:11.987817
RITC,11.12,11.1,11.12,182600.0,169900.0,0,0,521,2026-02-02 22:57:13.027552
COMP,25.36,25.34,25.36,134000.0,141600.0,0,0,521,2026-02-02 22:57:13.027552
RITC,11.13,11.11,11.13,184200.0,168700.0,0,0,522,2026-02-02 22:57:14.071850
COMP,25.37,25.34,25.37,134000.0,140800.0,0,0,522,2026-02-02 22:57:14.071850
RITC,11.13,11.11,11.13,184200.0,168700.0,0,0,523,2026-02-02 22:57:15.106927
COMP,25.37,25.34,25.37,134000.0,140700.0,0,0,523,2026-02-02 22:57:15.106927
RITC,11.13,11.11,11.13,184200.0,167900.0,0,0,524,2026-02-02 22:57:16.131245
COMP,25.37,25.34,25.37,134000.0,140700.0,0,0,524,2026-02-02 22:57:16.131245
RITC,11.11,11.11,11.13,183600.0,167900.0,0,0,525,2026-02-02 22:57:17.157228
COMP,25.37,25.34,25.37,132200.0,140700.0,0,0,525,2026-02-02 22:57:17.157228
RITC,11.11,11.11,11.13,181400.0,167900.0,0,0,526,2026-02-02 22:57:18.191978
COMP,25.37,25.34,25.37,132200.0,138700.0,0,0,526,2026-02-02 22:57:18.191978
RITC,11.11,11.11,11.12,181400.0,166500.0,0,0,527,2026-02-02 22:57:19.227118
COMP,25.37,25.36,25.37,133100.0,138700.0,0,0,527,2026-02-02 22:57:19.227118
RITC,11.12,11.12,11.13,181500.0,167300.0,0,0,528,2026-02-02 22:57:20.266746
COMP,25.37,25.36,25.37,135500.0,138700.0,0,0,528,2026-02-02 22:57:20.266746
RITC,11.12,11.12,11.13,181500.0,167300.0,0,0,529,2026-02-02 22:57:20.792370
COMP,25.37,25.36,25.37,135500.0,138900.0,0,0,529,2026-02-02 22:57:20.792370
RITC,11.13,11.12,11.13,179700.0,167800.0,0,0,530,2026-02-02 22:57:21.826797
COMP,25.37,25.36,25.37,135500.0,140500.0,0,0,530,2026-02-02 22:57:21.826797
RITC,11.14,11.13,11.14,178100.0,173400.0,0,0,531,2026-02-02 22:57:22.882551
COMP,25.37,25.36,25.37,137100.0,140500.0,0,0,531,2026-02-02 22:57:22.882551
RITC,11.14,11.13,11.14,177900.0,173400.0,0,0,532,2026-02-02 22:57:23.932906
COMP,25.37,25.36,25.37,135600.0,140400.0,0,0,532,2026-02-02 22:57:23.932906
RITC,11.14,11.13,11.14,177900.0,173400.0,0,0,533,2026-02-02 22:57:24.961451
COMP,25.37,25.36,25.37,135200.0,140400.0,0,0,533,2026-02-02 22:57:24.961451
RITC,11.13,11.13,11.14,179300.0,173400.0,0,0,534,2026-02-02 22:57:25.986252
COMP,25.38,25.36,25.38,135200.0,140200.0,0,0,534,2026-02-02 22:57:25.986252
RITC,11.15,11.16,11.17,178300.0,175000.0,0,0,535,2026-02-02 22:57:27.010843
COMP,25.38,25.36,25.38,135200.0,140200.0,0,0,535,2026-02-02 22:57:27.010843
RITC,11.16,11.13,11.14,179300.0,176800.0,0,0,536,2026-02-02 22:57:28.034658
COMP,25.38,25.36,25.38,136500.0,140200.0,0,0,536,2026-02-02 22:57:28.034658
RITC,11.13,11.13,11.14,179500.0,176100.0,0,0,537,2026-02-02 22:57:29.086056
COMP,25.38,25.36,25.38,136500.0,138700.0,0,0,537,2026-02-02 22:57:29.086056
RITC,11.13,11.13,11.14,179500.0,178700.0,0,0,538,2026-02-02 22:57:30.129335
COMP,25.38,25.36,25.37,136500.0,138200.0,0,0,538,2026-02-02 22:57:30.129335
RITC,11.13,11.13,11.14,179500.0,179700.0,0,0,539,2026-02-02 22:57:31.185820
COMP,25.38,25.36,25.37,136500.0,139700.0,0,0,539,2026-02-02 22:57:31.185820
RITC,11.13,11.12,11.13,179700.0,182100.0,0,0,540,2026-02-02 22:57:32.219882
COMP,25.38,25.36,25.38,136000.0,139400.0,0,0,540,2026-02-02 22:57:32.219882
RITC,11.12,11.12,11.14,179500.0,180500.0,0,0,541,2026-02-02 22:57:33.244973
COMP,25.38,25.36,25.38,136000.0,140400.0,0,0,541,2026-02-02 22:57:33.244973
RITC,11.12,11.12,11.14,181200.0,181100.0,0,0,542,2026-02-02 22:57:34.276065
COMP,25.38,25.36,25.38,134900.0,140400.0,0,0,542,2026-02-02 22:57:34.276065
RITC,11.14,11.12,11.14,181200.0,179900.0,0,0,543,2026-02-02 22:57:35.307552
COMP,25.38,25.36,25.38,134900.0,141700.0,0,0,543,2026-02-02 22:57:35.307552
RITC,11.14,11.12,11.14,181200.0,180400.0,0,0,544,2026-02-02 22:57:36.348025
COMP,25.38,25.36,25.38,134900.0,139900.0,0,0,544,2026-02-02 22:57:36.348025
RITC,11.14,11.12,11.14,181200.0,180400.0,0,0,545,2026-02-02 22:57:36.880679
COMP,25.38,25.36,25.38,134900.0,141500.0,0,0,545,2026-02-02 22:57:36.880679
RITC,11.14,11.12,11.14,181200.0,181900.0,0,0,546,2026-02-02 22:57:37.924515
COMP,25.38,25.36,25.38,134900.0,140700.0,0,0,546,2026-02-02 22:57:37.924515
RITC,11.11,11.11,11.13,183600.0,183200.0,0,0,547,2026-02-02 22:57:38.957732
COMP,25.36,25.36,25.38,134900.0,140700.0,0,0,547,2026-02-02 22:57:38.957732
RITC,11.11,11.11,11.12,183600.0,184800.0,0,0,548,2026-02-02 22:57:40.031881
COMP,25.36,25.36,25.38,134700.0,140600.0,0,0,548,2026-02-02 22:57:40.031881
RITC,11.11,11.11,11.12,183600.0,187300.0,0,0,549,2026-02-02 22:57:41.061138
COMP,25.38,25.35,25.38,136300.0,140100.0,0,0,549,2026-02-02 22:57:41.061138
RITC,11.11,11.11,11.12,180000.0,188300.0,0,0,550,2026-02-02 22:57:42.166240
COMP,25.39,25.35,25.39,136300.0,140300.0,0,0,550,2026-02-02 22:57:42.166240
RITC,11.13,11.11,11.13,180000.0,186400.0,0,0,551,2026-02-02 22:57:43.193868
COMP,25.39,25.39,25.4,136000.0,140400.0,0,0,551,2026-02-02 22:57:43.193868
RITC,11.11,11.11,11.13,180300.0,186400.0,0,0,552,2026-02-02 22:57:44.219314
COMP,25.39,25.39,25.4,136000.0,140400.0,0,0,552,2026-02-02 22:57:44.219314
RITC,11.13,11.11,11.13,179800.0,183300.0,0,0,553,2026-02-02 22:57:45.244164
COMP,25.4,25.39,25.4,136000.0,140600.0,0,0,553,2026-02-02 22:57:45.244164
RITC,11.13,11.11,11.13,179100.0,183900.0,0,0,554,2026-02-02 22:57:46.272485
COMP,25.35,25.35,25.4,137000.0,140600.0,0,0,554,2026-02-02 22:57:46.272485
RITC,11.14,11.13,11.14,179000.0,179300.0,0,0,555,2026-02-02 22:57:47.299626
COMP,25.41,25.35,25.41,137000.0,138900.0,0,0,555,2026-02-02 22:57:47.299626
RITC,11.15,11.13,11.15,179000.0,178200.0,0,0,556,2026-02-02 22:57:48.332049
COMP,25.41,25.35,25.41,137000.0,136900.0,0,0,556,2026-02-02 22:57:48.332049
RITC,11.15,11.13,11.15,179400.0,177300.0,0,0,557,2026-02-02 22:57:49.364333
COMP,25.41,25.35,25.41,135300.0,136900.0,0,0,557,2026-02-02 22:57:49.364333
RITC,11.16,11.15,11.16,177500.0,176200.0,0,0,558,2026-02-02 22:57:50.391672
COMP,25.41,25.4,25.41,134300.0,135500.0,0,0,558,2026-02-02 22:57:50.391672
RITC,11.17,11.15,11.16,177500.0,176600.0,0,0,559,2026-02-02 22:57:51.420425
COMP,25.41,25.4,25.41,134300.0,135500.0,0,0,559,2026-02-02 22:57:51.420425
RITC,11.17,11.15,11.16,177500.0,176600.0,0,0,560,2026-02-02 22:57:51.952962
COMP,25.41,25.4,25.41,135200.0,135500.0,0,0,560,2026-02-02 22:57:51.952962
RITC,11.15,11.14,11.15,179300.0,175300.0,0,0,561,2026-02-02 22:57:53.037420
COMP,25.42,25.4,25.42,135200.0,134000.0,0,0,561,2026-02-02 22:57:53.037420
RITC,11.15,11.14,11.15,179300.0,175800.0,0,0,562,2026-02-02 22:57:54.062509
COMP,25.43,25.4,25.43,135200.0,136100.0,0,0,562,2026-02-02 22:57:54.062509
RITC,11.13,11.13,11.14,179400.0,176400.0,0,0,563,2026-02-02 22:57:55.118226
COMP,25.43,25.41,25.43,136700.0,137000.0,0,0,563,2026-02-02 22:57:55.118226
RITC,11.11,11.11,11.13,181400.0,176200.0,0,0,564,2026-02-02 22:57:56.165920
COMP,25.43,25.41,25.43,136700.0,135000.0,0,0,564,2026-02-02 22:57:56.165920
RITC,11.11,11.11,11.13,183100.0,176200.0,0,0,565,2026-02-02 22:57:57.198601
COMP,25.43,25.41,25.43,135500.0,135000.0,0,0,565,2026-02-02 22:57:57.198601
RITC,11.1,11.1,11.13,182200.0,176200.0,0,0,566,2026-02-02 22:57:58.218986
COMP,25.43,25.41,25.43,133800.0,135000.0,0,0,566,2026-02-02 22:57:58.218986
RITC,11.1,11.1,11.11,182200.0,179000.0,0,0,567,2026-02-02 22:57:59.252548
COMP,25.44,25.41,25.44,133700.0,133300.0,0,0,567,2026-02-02 22:57:59.252548
RITC,11.1,11.1,11.11,185300.0,177500.0,0,0,568,2026-02-02 22:58:00.280941
COMP,25.44,25.42,25.44,135800.0,133300.0,0,0,568,2026-02-02 22:58:00.280941
RITC,11.1,11.1,11.11,183200.0,179100.0,0,0,569,2026-02-02 22:58:01.307432
COMP,25.45,25.42,25.45,135800.0,135100.0,0,0,569,2026-02-02 22:58:01.307432
RITC,11.09,11.09,11.11,186300.0,179100.0,0,0,570,2026-02-02 22:58:02.336124
COMP,25.46,25.42,25.46,135800.0,136900.0,0,0,570,2026-02-02 22:58:02.336124
RITC,11.09,11.09,11.1,186300.0,179100.0,0,0,571,2026-02-02 22:58:03.363831
COMP,25.47,25.42,25.47,135800.0,136900.0,0,0,571,2026-02-02 22:58:03.363831
RITC,11.09,11.08,11.09,185000.0,181300.0,0,0,572,2026-02-02 22:58:04.386392
COMP,25.47,25.44,25.47,136900.0,136900.0,0,0,572,2026-02-02 22:58:04.386392
RITC,11.1,11.08,11.1,184600.0,178800.0,0,0,573,2026-02-02 22:58:05.416136
COMP,25.47,25.44,25.47,136900.0,135700.0,0,0,573,2026-02-02 22:58:05.416136
RITC,11.1,11.08,11.09,184600.0,180100.0,0,0,574,2026-02-02 22:58:06.444694
COMP,25.47,25.44,25.47,136700.0,134500.0,0,0,574,2026-02-02 22:58:06.444694
RITC,11.1,11.08,11.09,187100.0,180100.0,0,0,575,2026-02-02 22:58:07.482222
COMP,25.47,25.48,25.49,136100.0,134000.0,0,0,575,2026-02-02 22:58:07.482222
RITC,11.1,11.08,11.1,187100.0,179500.0,0,0,576,2026-02-02 22:58:08.514956
COMP,25.49,25.48,25.49,136300.0,135000.0,0,0,576,2026-02-02 22:58:08.514956
RITC,11.1,11.1,11.11,185600.0,179100.0,0,0,577,2026-02-02 22:58:09.043631
COMP,25.49,25.48,25.49,135600.0,135000.0,0,0,577,2026-02-02 22:58:09.043631
RITC,11.1,11.1,11.11,185600.0,180500.0,0,0,578,2026-02-02 22:58:10.092067
COMP,25.49,25.48,25.49,135300.0,135000.0,0,0,578,2026-02-02 22:58:10.092067
RITC,11.11,11.1,11.11,185600.0,180500.0,0,0,579,2026-02-02 22:58:11.127487
COMP,25.49,25.48,25.49,135300.0,135000.0,0,0,579,2026-02-02 22:58:11.127487
RITC,11.11,11.1,11.11,185600.0,179400.0,0,0,580,2026-02-02 22:58:12.160125
COMP,25.49,25.48,25.49,135100.0,135000.0,0,0,580,2026-02-02 22:58:12.160125
RITC,11.12,11.08,11.12,187100.0,176800.0,0,0,581,2026-02-02 22:58:13.185822
COMP,25.49,25.48,25.49,135100.0,133800.0,0,0,581,2026-02-02 22:58:13.185822
RITC,11.12,11.08,11.11,187100.0,179300.0,0,0,582,2026-02-02 22:58:14.223284
COMP,25.49,25.48,25.49,135100.0,134000.0,0,0,582,2026-02-02 22:58:14.223284
RITC,11.12,11.08,11.11,186300.0,179300.0,0,0,583,2026-02-02 22:58:15.268451
COMP,25.49,25.48,25.49,136400.0,134000.0,0,0,583,2026-02-02 22:58:15.268451
RITC,11.12,11.09,11.1,185800.0,181600.0,0,0,584,2026-02-02 22:58:16.295814
COMP,25.49,25.48,25.49,136400.0,135300.0,0,0,584,2026-02-02 22:58:16.295814
RITC,11.08,11.08,11.1,186300.0,181900.0,0,0,585,2026-02-02 22:58:17.326685
COMP,25.51,25.48,25.51,135900.0,134400.0,0,0,585,2026-02-02 22:58:17.326685
RITC,11.08,11.08,11.1,186300.0,305600.0,0,0,586,2026-02-02 22:58:18.355799
COMP,25.51,25.48,25.51,216900.0,134400.0,0,0,586,2026-02-02 22:58:18.355799
RITC,11.08,11.08,11.1,186300.0,422300.0,0,0,587,2026-02-02 22:58:19.379610
COMP,25.63,25.51,25.63,287800.0,137500.0,0,0,587,2026-02-02 22:58:19.379610
RITC,11.06,11.06,11.08,187200.0,553600.0,0,0,588,2026-02-02 22:58:20.410845
COMP,25.63,25.53,25.63,370900.0,137500.0,0,0,588,2026-02-02 22:58:20.410845
RITC,11.03,11.01,11.03,184500.0,675500.0,0,0,589,2026-02-02 22:58:21.435225
COMP,25.63,25.53,25.62,434000.0,204700.0,0,0,589,2026-02-02 22:58:21.435225
RITC,10.99,10.99,11.02,179700.0,691800.0,0,0,590,2026-02-02 22:58:22.456382
COMP,25.62,25.53,25.62,434000.0,204700.0,0,0,590,2026-02-02 22:58:22.456382
RITC,10.98,10.97,10.98,184900.0,753800.0,0,0,591,2026-02-02 22:58:23.486437
COMP,25.62,25.61,25.62,596100.0,204700.0,0,0,591,2026-02-02 22:58:23.486437
RITC,10.98,10.97,10.98,184900.0,879500.0,0,0,592,2026-02-02 22:58:24.531650
COMP,25.64,25.66,25.67,751100.0,135100.0,0,0,592,2026-02-02 22:58:24.531650
RITC,10.98,10.97,10.98,184900.0,997800.0,0,0,593,2026-02-02 22:58:25.568591
COMP,25.73,25.66,25.73,751100.0,137200.0,0,0,593,2026-02-02 22:58:25.568591
RITC,10.93,10.93,10.94,190200.0,1052000.0,0,0,594,2026-02-02 22:58:26.610994
COMP,25.73,25.66,25.73,818100.0,137200.0,0,0,594,2026-02-02 22:58:26.610994
RITC,10.93,10.93,10.94,190200.0,1107300.0,0,0,595,2026-02-02 22:58:27.139248
COMP,25.73,25.66,25.73,818100.0,137200.0,0,0,595,2026-02-02 22:58:27.139248
RITC,10.93,10.93,10.94,190200.0,1190200.0,0,0,596,2026-02-02 22:58:28.160374
COMP,25.75,25.75,25.84,881800.0,204700.0,0,0,596,2026-02-02 22:58:28.160374
RITC,10.95,10.93,10.95,190200.0,1202900.0,0,0,597,2026-02-02 22:58:29.183928
COMP,25.75,25.75,25.84,881800.0,273000.0,0,0,597,2026-02-02 22:58:29.183928
RITC,10.95,10.93,10.94,190200.0,1276100.0,0,0,598,2026-02-02 22:58:30.235838
COMP,25.75,25.75,25.84,881800.0,425200.0,0,0,598,2026-02-02 22:58:30.235838
RITC,10.89,10.88,10.89,190300.0,1343100.0,0,0,599,2026-02-02 22:58:31.276105
COMP,25.75,25.8,25.84,943400.0,502500.0,0,0,599,2026-02-02 22:58:31.276105
