ticker,last_price,bid_price,ask_price,BUY_CAMN-1,BUY_ANON,SELL_ANON,SELL_CAMN-1,BUY_UEBR-2,BUY_GIOT-3,SELL_WRSW-5,SELL_WRSW-3,BUY_LUIS-1,SELL_UOTB-2,SELL_DUBL-5,SELL_BRCH-3,BUY_LAVL-1,BUY_BRCH-3,SELL_DUBL-2,BUY_UEBR-1,BUY_WRSW-6,SELL_BABS-4,SELL_LETH-1,BUY_UOTB-1,BUY_UOTB-2,SELL_LUIS-1,SELL_WRSW-6,SELL_COLA-3,BUY_WRSW-5,SELL_CNCD-1,BUY_CNCD-1,BUY_COLA-1,BUY_WRSW-4,SELL_UOTB-3,SELL_HECM-3,SELL_NAIT-1,BUY_LETH-1,BUY_DUBL-2,BUY_WRSW-2,SELL_WRSW-1,BUY_CNCD-5,SELL_COLB-2,SELL_COLA-1,BUY_NAIT-1,BUY_WRSW-1,SELL_BRCH-1,BUY_BRCH-2,SELL_UOTB-1,BUY_COLA-3,SELL_LAVL-1,BUY_WRSW-3,BUY_BRCH-1,SELL_UEBR-1,SELL_GIOT-3,BUY_UOTB-3,BUY_DUBL-5,BUY_BABS-4,SELL_CNCD-5,BUY_COLB-2,SELL_WRSW-2,SELL_UEBR-2,SELL_WRSW-4,BUY_HECM-3,SELL_BRCH-2,tick,timestamp
ATMN,25.89,25.89,25.97,6000.0,,10000.0,1479300.0,710.0,15511.0,1590200.0,,2874.0,1400.0,2868.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,2026-02-06 11:04:19.016513
WNTR,23.48,23.48,23.65,,1400.0,10000.0,1411000.0,770.0,4795.0,1489100.0,10000.0,1788.0,2800.0,4795.0,,770.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,2026-02-06 11:04:19.016513
SPNG,24.72,24.71,24.72,1751.0,4200.0,1620000.0,6000.0,10000.0,1954.0,3162.0,100.0,1651500.0,10000.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,2026-02-06 11:04:20.071522
SMMR,26.02,26.02,26.03,,,1939200.0,6000.0,10000.0,3700.0,,,1483800.0,10000.0,2636.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,2026-02-06 11:04:20.071522
ATMN,25.92,25.92,25.95,3037.0,2800.0,1597500.0,6000.0,10000.0,,,4584.0,1672500.0,10000.0,2874.0,2800.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,2026-02-06 11:04:20.071522
WNTR,23.65,23.65,23.78,100.0,4200.0,1276800.0,6000.0,10000.0,1297.0,,,1489100.0,10000.0,1788.0,4200.0,770.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,2026-02-06 11:04:20.071522
SPNG,24.71,24.67,24.7,9800.0,679.0,7420.0,1125500.0,6000.0,10000.0,5600.0,679.0,7520.0,3162.0,1233500.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,2026-02-06 11:04:21.171466
SMMR,26.08,26.09,26.1,,740.0,2343.0,1661400.0,6000.0,,1400.0,740.0,100.0,,1602000.0,4155.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,2026-02-06 11:04:21.171466
ATMN,25.9,25.89,25.9,5600.0,710.0,9052.0,1411700.0,6000.0,,4200.0,634.0,10489.0,,1383000.0,1437.0,6000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,2026-02-06 11:04:21.171466
WNTR,23.65,23.51,23.64,2800.0,,100.0,1535400.0,6000.0,,8400.0,532.0,9699.0,,1180900.0,1788.0,1297.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,2026-02-06 11:04:21.171466
SPNG,24.76,24.89,25.03,1282800.0,8400.0,6000.0,679.0,7420.0,10000.0,1738000.0,10000.0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,2026-02-06 11:04:21.754162
SMMR,26.08,26.08,26.1,1526600.0,,6000.0,740.0,2343.0,10000.0,1602000.0,10000.0,4155.0,100.0,1400.0,740.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,2026-02-06 11:04:21.754162
ATMN,25.9,25.89,25.9,1373200.0,4200.0,6000.0,710.0,9052.0,10000.0,1260800.0,10000.0,1437.0,10489.0,1400.0,634.0,3430.0,2570.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,2026-02-06 11:04:21.754162
WNTR,23.72,23.51,23.72,1631500.0,1400.0,6000.0,,100.0,10000.0,1279100.0,10000.0,894.0,9699.0,5600.0,532.0,1297.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,2026-02-06 11:04:21.754162
SPNG,24.72,24.71,24.72,5600.0,7420.0,10000.0,1783200.0,1792100.0,561.0,1581.0,6556.0,587.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,2026-02-06 11:04:22.824823
SMMR,25.89,26.01,26.08,1400.0,,2500.0,1797100.0,1234700.0,2300.0,,200.0,740.0,6000.0,1117.0,630.0,5600.0,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,2026-02-06 11:04:22.824823
ATMN,25.98,25.89,25.97,1400.0,9152.0,10000.0,1524400.0,1866800.0,,,,634.0,6000.0,1437.0,710.0,,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,2026-02-06 11:04:22.824823
WNTR,23.45,23.57,23.62,1400.0,,10000.0,1748500.0,1252800.0,1455.0,,13555.0,,6000.0,894.0,770.0,7000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,2026-02-06 11:04:22.824823
SPNG,24.78,24.78,24.91,2020300.0,100.0,1400.0,10000.0,679.0,679.0,3162.0,1738000.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,2026-02-06 11:04:23.885317
SMMR,26.06,26.03,26.06,1406200.0,,5600.0,2500.0,630.0,740.0,2346.0,949000.0,6000.0,1117.0,9800.0,5201.0,2300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,2026-02-06 11:04:23.885317
ATMN,25.9,25.89,25.9,1798700.0,,,10000.0,,634.0,,1804600.0,6000.0,1437.0,2800.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,2026-02-06 11:04:23.885317
WNTR,23.72,23.69,23.71,1455400.0,2238.0,4200.0,,770.0,770.0,,1703600.0,5203.0,894.0,2800.0,,6000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,2026-02-06 11:04:23.885317
SPNG,24.64,24.75,24.88,5606.0,2488000.0,10983.0,2800.0,679.0,3162.0,1447300.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,2026-02-06 11:04:24.944624
SMMR,26.11,26.07,26.1,8278.0,1361200.0,5606.0,,740.0,2346.0,1721200.0,5600.0,1117.0,630.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,2026-02-06 11:04:24.944624
ATMN,25.93,25.96,26.02,13427.0,1615600.0,1591.0,,710.0,,1891900.0,,4421.0,683.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,2026-02-06 11:04:24.944624
WNTR,23.71,23.59,23.7,5606.0,1858900.0,5606.0,,770.0,,1816000.0,,894.0,770.0,797.0,1297.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,2026-02-06 11:04:24.944624
SPNG,24.64,24.64,24.87,2488000.0,1012.0,6964.0,1789600.0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,2026-02-06 11:04:26.005132
SMMR,26.08,26.08,26.09,1361200.0,2346.0,100.0,1718300.0,6964.0,5600.0,6000.0,1117.0,630.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,2026-02-06 11:04:26.005132
ATMN,25.89,25.89,26.0,1904100.0,,,1882100.0,,,,4421.0,,646.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,2026-02-06 11:04:26.005132
WNTR,23.88,23.69,23.86,1833900.0,,3482.0,1471300.0,6326.0,,6000.0,894.0,770.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,2026-02-06 11:04:26.005132
SPNG,24.74,24.75,24.78,3600.0,1565.0,599.0,10000.0,1734000.0,2400.0,7064.0,1218300.0,2024.0,679.0,5606.0,10000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,2026-02-06 11:04:27.049578
SMMR,25.94,25.85,25.92,1200.0,7419.0,,,2041400.0,1200.0,7519.0,1271700.0,3367.0,740.0,3700.0,10000.0,1117.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,2026-02-06 11:04:27.049578
ATMN,25.92,25.92,25.93,,7550.0,671.0,10000.0,1577000.0,1200.0,4464.0,1708800.0,,710.0,,2500.0,2929.0,6000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,2026-02-06 11:04:27.049578
WNTR,23.88,23.73,23.78,3600.0,11932.0,770.0,10000.0,1355200.0,3600.0,10901.0,1381600.0,,651.0,,2500.0,894.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,2026-02-06 11:04:27.049578
SPNG,24.75,24.75,24.77,2400.0,6000.0,1048.0,1717300.0,599.0,2500.0,7200.0,7064.0,1004400.0,10000.0,2024.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,2026-02-06 11:04:28.097922
SMMR,25.93,25.93,25.94,3600.0,,13137.0,1370600.0,630.0,2500.0,,5818.0,1380300.0,10000.0,3367.0,1117.0,6000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,2026-02-06 11:04:28.097922
ATMN,25.87,25.87,25.93,,,,1884300.0,671.0,,1200.0,9264.0,1383200.0,2500.0,1620.0,,,710.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,2026-02-06 11:04:28.097922
WNTR,23.67,23.72,23.73,1200.0,6000.0,,1833900.0,,,8400.0,11001.0,965400.0,2500.0,,2167.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,2026-02-06 11:04:28.097922
SPNG,24.75,24.75,24.76,7200.0,3024.0,6000.0,2434.0,1010500.0,2500.0,599.0,3446.0,10800.0,4032.0,537100.0,10000.0,679.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,2026-02-06 11:04:29.211879
SMMR,26.03,25.99,26.02,6000.0,100.0,,1117.0,1244100.0,2500.0,740.0,3367.0,,273.0,1392200.0,10000.0,740.0,6000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,2026-02-06 11:04:29.211879
ATMN,25.92,25.93,25.97,1200.0,4032.0,6000.0,,1787800.0,10000.0,671.0,1620.0,,,1707300.0,10000.0,710.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,2026-02-06 11:04:29.211879
WNTR,23.67,23.67,23.68,,,6000.0,894.0,1816200.0,10000.0,770.0,2546.0,6000.0,,1196500.0,10000.0,770.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,2026-02-06 11:04:29.211879
SPNG,25.07,24.77,24.92,7742.0,8400.0,6000.0,2434.0,918800.0,679.0,666.0,1908100.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,2026-02-06 11:04:29.812046
SMMR,25.98,25.98,26.01,,2400.0,,2737.0,1595100.0,740.0,740.0,1607700.0,1200.0,273.0,6000.0,2270.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,2026-02-06 11:04:29.812046
ATMN,25.93,25.94,25.96,4032.0,6000.0,6000.0,,1362600.0,671.0,710.0,1360500.0,4800.0,,,1620.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,2026-02-06 11:04:29.812046
WNTR,23.57,23.56,23.67,,,,894.0,2097000.0,770.0,770.0,1634500.0,2400.0,,,2546.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,2026-02-06 11:04:29.812046
SPNG,24.65,24.78,24.9,6000.0,679.0,6000.0,1444200.0,2500.0,4800.0,666.0,4718.0,10000.0,1431200.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,2026-02-06 11:04:30.863926
SMMR,26.01,26.01,26.02,2400.0,740.0,,1360900.0,2500.0,1200.0,740.0,1295.0,10000.0,1389800.0,5366.0,2737.0,6000.0,2270.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,2026-02-06 11:04:30.863926
ATMN,25.93,25.94,25.96,7200.0,671.0,6000.0,816600.0,10000.0,6000.0,710.0,4718.0,10000.0,958700.0,8750.0,3132.0,,3942.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,2026-02-06 11:04:30.863926
WNTR,23.79,23.65,23.67,1200.0,770.0,6000.0,1372300.0,10000.0,2400.0,,4461.0,,1809800.0,6726.0,2168.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,2026-02-06 11:04:30.863926
SPNG,24.75,24.81,24.85,2798.0,6000.0,1772200.0,599.0,10000.0,13200.0,679.0,786700.0,10000.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,2026-02-06 11:04:31.910951
SMMR,26.08,26.02,26.07,2737.0,,1473700.0,740.0,2500.0,,740.0,1828100.0,10000.0,5412.0,1200.0,2270.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,2026-02-06 11:04:31.910951
ATMN,25.93,25.94,25.96,,,2052400.0,671.0,10000.0,1200.0,710.0,1458400.0,10000.0,,1200.0,3942.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,2026-02-06 11:04:31.910951
WNTR,23.8,23.7,23.78,3442.0,,1500300.0,770.0,10000.0,1200.0,651.0,1935500.0,,,2400.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,2026-02-06 11:04:31.910951
SPNG,24.9,24.77,24.81,1200.0,2060.0,679.0,6000.0,1761800.0,10000.0,2400.0,666.0,1866000.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,2026-02-06 11:04:32.969611
SMMR,26.08,25.99,26.03,1200.0,,740.0,,1595100.0,,,740.0,1720200.0,3915.0,3264.0,6000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,2026-02-06 11:04:32.969611
ATMN,26.06,25.99,26.06,6000.0,11621.0,671.0,6000.0,1257700.0,,,,2120900.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,2026-02-06 11:04:32.969611
WNTR,23.69,23.72,23.73,2400.0,3607.0,770.0,6000.0,1293000.0,10000.0,4800.0,770.0,1551800.0,3442.0,,,1353.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,2026-02-06 11:04:32.969611
SPNG,25.01,25.01,25.02,1311000.0,14848.0,4800.0,6000.0,679.0,2097300.0,7566.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,2026-02-06 11:04:34.012849
SMMR,26.01,25.99,26.01,1362600.0,,3600.0,,740.0,1569100.0,4056.0,3915.0,3264.0,1200.0,6000.0,740.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,2026-02-06 11:04:34.012849
ATMN,25.62,25.62,25.97,1811800.0,,,,,1551700.0,2883.0,,3132.0,1200.0,,710.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,2026-02-06 11:04:34.012849
WNTR,23.7,23.64,23.7,1719200.0,2447.0,,6000.0,770.0,1020200.0,14565.0,2168.0,,8400.0,,770.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,2026-02-06 11:04:34.012849
SPNG,24.59,24.52,24.59,2406300.0,1969600.0,1399.0,10000.0,576.0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,2026-02-06 11:04:35.086274
SMMR,26.01,25.96,25.99,1698300.0,1407800.0,3264.0,10000.0,740.0,6239.0,1200.0,1927.0,740.0,3783.0,1200.0,6000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,2026-02-06 11:04:35.086274
ATMN,25.56,25.58,25.93,1842200.0,1311300.0,3132.0,10000.0,710.0,,,,,,2400.0,6000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,2026-02-06 11:04:35.086274
WNTR,23.81,23.67,23.7,1164700.0,1818700.0,,,,6239.0,6000.0,1274.0,651.0,6239.0,2400.0,,6000.0,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,2026-02-06 11:04:35.086274
SPNG,24.59,24.52,24.56,2136300.0,679.0,100.0,8275.0,1011200.0,669.0,7200.0,10000.0,2798.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,2026-02-06 11:04:36.133228
SMMR,25.99,25.95,25.98,1449100.0,740.0,5531.0,9314.0,1662300.0,740.0,,10000.0,2270.0,1200.0,4273.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,2026-02-06 11:04:36.133228
ATMN,25.56,25.73,25.87,1396800.0,498.0,1659.0,11770.0,1011100.0,710.0,4800.0,10000.0,3132.0,4800.0,,2500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,2026-02-06 11:04:36.133228
WNTR,23.81,23.68,23.7,1253800.0,770.0,6239.0,6239.0,1630800.0,770.0,2400.0,2268.0,,6000.0,1274.0,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,2026-02-06 11:04:36.133228
SPNG,25.02,24.56,25.02,1992000.0,679.0,2250.0,2028500.0,2798.0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,2026-02-06 11:04:37.240828
SMMR,25.93,25.93,25.94,1619400.0,630.0,2437.0,1404100.0,4616.0,4273.0,9314.0,740.0,6000.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,2026-02-06 11:04:37.240828
ATMN,25.9,25.9,25.93,805200.0,498.0,5848.0,1777700.0,,2942.0,,,6000.0,6000.0,7200.0,2400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,2026-02-06 11:04:37.240828
WNTR,23.85,23.69,23.85,1466600.0,770.0,9887.0,1916600.0,,2800.0,,,,6000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,2026-02-06 11:04:37.240828
