ATMN,24.86,24.84,24.86,6000.0,305.0,653.0,466.0,1376600.0,,710.0,,466.0,1599900.0,,4000.0,6000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,2026-02-06 10:40:50.798730
WNTR,27.15,27.15,27.17,4000.0,,737.0,1934.0,1428500.0,,,,1934.0,1610300.0,6000.0,2000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,2026-02-06 10:40:50.798730
SPNG,26.58,26.4,26.66,250.0,601.0,950.0,1783400.0,950.0,6152.0,5000.0,2000.0,679.0,1436600.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,2026-02-06 10:40:51.862545
SMMR,23.43,23.43,23.44,,710.0,952.0,2219800.0,952.0,,5000.0,4000.0,740.0,1578200.0,6000.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,2026-02-06 10:40:51.862545
ATMN,24.76,24.85,25.01,,710.0,933.0,1635400.0,933.0,10000.0,,,664.0,1764300.0,,10000.0,130.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,2026-02-06 10:40:51.862545
WNTR,27.15,27.15,27.17,6000.0,737.0,1934.0,1401900.0,1934.0,,,2000.0,770.0,1517700.0,,,,4000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,2026-02-06 10:40:51.862545
SPNG,26.58,26.44,26.5,1542600.0,2000.0,6000.0,250.0,950.0,601.0,1045600.0,4000.0,6152.0,679.0,6000.0,950.0,10437.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,2026-02-06 10:40:52.918378
SMMR,23.33,23.29,23.3,2195500.0,,,,905.0,605.0,1587000.0,4000.0,,740.0,,905.0,5000.0,6000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,2026-02-06 10:40:52.918378
ATMN,24.74,24.74,24.93,1783700.0,,,,,,1578800.0,2000.0,6000.0,664.0,6000.0,,5000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,2026-02-06 10:40:52.918378
WNTR,27.03,27.03,27.17,1729900.0,,,,,737.0,1427000.0,4000.0,,770.0,,1934.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,2026-02-06 10:40:52.918378
SPNG,26.58,26.44,26.49,1633400.0,601.0,2000.0,5750.0,950.0,6152.0,1135700.0,4000.0,6000.0,950.0,10437.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,2026-02-06 10:40:53.967674
SMMR,23.25,23.25,23.43,2287000.0,605.0,,,,,1958600.0,4000.0,,,,6000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,2026-02-06 10:40:53.967674
ATMN,24.75,24.62,24.72,1553300.0,,,,1947.0,10000.0,1019000.0,4000.0,6000.0,1947.0,5084.0,,710.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,2026-02-06 10:40:53.967674
WNTR,27.09,27.09,27.11,1322600.0,737.0,,6000.0,1740.0,7696.0,1542100.0,,6000.0,,,,770.0,518.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,2026-02-06 10:40:53.967674
SPNG,26.5,26.44,26.48,1619100.0,2000.0,6000.0,250.0,475.0,679.0,1135700.0,4000.0,6000.0,10437.0,475.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,2026-02-06 10:40:55.050867
SMMR,23.51,23.36,23.38,2156600.0,,500.0,,,,1805700.0,2000.0,,2303.0,,714.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,2026-02-06 10:40:55.050867
ATMN,24.72,24.51,24.71,1629800.0,,,,,710.0,1486100.0,4000.0,6000.0,,,,10000.0,6000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,2026-02-06 10:40:55.050867
WNTR,27.18,27.09,27.18,1021100.0,2000.0,6000.0,4760.0,1914.0,,1842900.0,,,,,,,,9018.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,2026-02-06 10:40:55.050867
SPNG,26.76,26.58,26.76,6000.0,4000.0,679.0,250.0,5000.0,1317800.0,486.0,1718900.0,486.0,2000.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,2026-02-06 10:40:56.122027
SMMR,23.31,23.25,23.3,,,,,,2287000.0,853.0,1578000.0,,,250.0,6000.0,740.0,2303.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,2026-02-06 10:40:56.122027
ATMN,24.97,24.57,24.97,,,,,8483.0,1742300.0,,1957000.0,,2000.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,2026-02-06 10:40:56.122027
WNTR,27.07,27.07,27.11,6000.0,,,,2296.0,1628600.0,,1559700.0,1894.0,2000.0,1740.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,2026-02-06 10:40:56.122027
SPNG,26.44,26.59,26.75,10000.0,1731300.0,679.0,2000.0,1673300.0,665.0,2000.0,486.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,2026-02-06 10:40:57.179190
SMMR,23.37,23.29,23.37,,2199200.0,714.0,,1562400.0,,2000.0,,1706.0,6000.0,6000.0,2303.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,2026-02-06 10:40:57.179190
ATMN,24.56,24.56,24.74,,1860200.0,683.0,2000.0,1662100.0,,2000.0,1565.0,1565.0,6000.0,500.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,2026-02-06 10:40:57.179190
WNTR,27.11,26.98,27.11,,1321700.0,,2000.0,1470000.0,770.0,2000.0,,1916.0,6000.0,,,6205.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,2026-02-06 10:40:57.179190
SPNG,26.55,26.62,26.63,2000.0,1899.0,6000.0,1732800.0,577.0,6000.0,1075500.0,5938.0,4000.0,1899.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,2026-02-06 10:40:58.263689
SMMR,23.42,23.31,23.34,2000.0,1877.0,,1694600.0,,,2062000.0,,2000.0,,740.0,1197.0,6000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,2026-02-06 10:40:58.263689
ATMN,25.03,24.74,24.86,2000.0,1565.0,6000.0,1349200.0,,,1970900.0,,,1565.0,710.0,2096.0,,6000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,2026-02-06 10:40:58.263689
WNTR,26.96,27.03,27.12,2000.0,863.0,,1611300.0,,,1165000.0,2295.0,4000.0,863.0,623.0,,6000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,2026-02-06 10:40:58.263689
SPNG,26.7,26.42,26.7,6000.0,5000.0,1627500.0,601.0,854.0,1798800.0,4000.0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,2026-02-06 10:40:59.325807
SMMR,23.34,23.38,23.4,3876.0,1197.0,1669300.0,740.0,935.0,1806400.0,,250.0,6000.0,935.0,654.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,2026-02-06 10:40:59.325807
ATMN,24.85,24.75,24.85,6000.0,5596.0,1599400.0,710.0,,1824900.0,2000.0,,,,646.0,2000.0,5000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,2026-02-06 10:40:59.325807
WNTR,27.03,27.01,27.03,,,1716100.0,,1918.0,1077000.0,2000.0,6000.0,6000.0,1918.0,677.0,2000.0,689.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,2026-02-06 10:40:59.325807
SPNG,26.11,26.18,26.55,2070800.0,897.0,665.0,1587200.0,4000.0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,2026-02-06 10:41:00.369396
SMMR,23.38,23.38,23.4,1440700.0,935.0,654.0,1688500.0,2000.0,2000.0,740.0,3876.0,6000.0,935.0,1197.0,5750.0,6000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,2026-02-06 10:41:00.369396
ATMN,24.56,24.47,24.52,1653500.0,1472.0,710.0,1401300.0,4000.0,2000.0,,,,1472.0,,,,3207.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,2026-02-06 10:41:00.369396
WNTR,27.03,26.94,27.02,1529200.0,,770.0,1163200.0,2000.0,2000.0,770.0,,,1713.0,5000.0,,6000.0,9189.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,2026-02-06 10:41:00.369396
SPNG,26.11,26.42,26.43,6000.0,6000.0,601.0,1626400.0,852.0,852.0,6000.0,444.0,2732.0,679.0,1177400.0,2000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,2026-02-06 10:41:00.917218
SMMR,23.38,23.38,23.39,,3876.0,740.0,1565100.0,935.0,935.0,250.0,,6000.0,654.0,1695300.0,2000.0,2000.0,1197.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,2026-02-06 10:41:00.917218
ATMN,24.74,24.73,24.78,,,576.0,1896700.0,736.0,736.0,,3207.0,6000.0,,1399700.0,4000.0,2000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,2026-02-06 10:41:00.917218
WNTR,26.93,26.94,27.02,,,770.0,1529200.0,,,6000.0,9189.0,6000.0,770.0,992500.0,4000.0,2000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,2026-02-06 10:41:00.917218
SPNG,26.44,26.44,26.45,1655200.0,2000.0,6000.0,1704.0,601.0,444.0,1704.0,2732.0,679.0,1280000.0,2000.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,2026-02-06 10:41:01.972765
SMMR,23.35,23.31,23.34,1700200.0,,3876.0,935.0,,,935.0,6000.0,654.0,1444800.0,4000.0,6000.0,1197.0,6000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,2026-02-06 10:41:01.972765
ATMN,25.04,24.74,25.04,1641200.0,4000.0,,809.0,677.0,,,,,2029700.0,,6000.0,5000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,2026-02-06 10:41:01.972765
WNTR,26.93,26.93,26.95,1529200.0,2000.0,,1884.0,770.0,7689.0,1884.0,6000.0,770.0,993100.0,4000.0,,,250.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,2026-02-06 10:41:01.972765
SPNG,26.49,26.44,26.49,1572300.0,2000.0,6000.0,6000.0,852.0,601.0,2732.0,852.0,679.0,1672000.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,2026-02-06 10:41:03.024508
SMMR,23.29,23.27,23.29,1960100.0,,,,1871.0,714.0,6000.0,1871.0,740.0,1506500.0,684.0,4000.0,6000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,2026-02-06 10:41:03.024508
ATMN,24.75,24.74,24.75,1883400.0,2000.0,,6000.0,,,6000.0,,640.0,1374100.0,5000.0,,,6007.0,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,2026-02-06 10:41:03.024508
WNTR,27.08,26.93,26.96,1640000.0,2000.0,,,1884.0,651.0,6000.0,,770.0,1525000.0,,,250.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,2026-02-06 10:41:03.024508
SPNG,26.75,26.44,26.75,1572300.0,2000.0,6000.0,6000.0,852.0,601.0,1959300.0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,2026-02-06 10:41:04.084563
SMMR,23.27,23.25,23.27,2067500.0,2000.0,,,1871.0,714.0,1544100.0,6000.0,740.0,1871.0,6000.0,6000.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,2026-02-06 10:41:04.084563
ATMN,24.82,24.85,24.89,1241000.0,4000.0,,6000.0,1685.0,677.0,1581800.0,2000.0,710.0,1685.0,,,8199.0,5000.0,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,2026-02-06 10:41:04.084563
WNTR,27.12,26.98,27.12,1460300.0,2000.0,6000.0,,942.0,770.0,1822700.0,,,,,,5000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,2026-02-06 10:41:04.084563
SPNG,26.43,26.43,26.56,1938600.0,2000.0,5000.0,1657600.0,2000.0,665.0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,2026-02-06 10:41:05.150822
SMMR,23.29,23.23,23.26,1541200.0,2000.0,5000.0,1601900.0,2000.0,740.0,8858.0,714.0,1871.0,1871.0,6000.0,6000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,2026-02-06 10:41:05.150822
ATMN,24.74,24.74,24.77,1884500.0,,,1916100.0,2000.0,650.0,,,1774.0,,,,6000.0,6000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,2026-02-06 10:41:05.150822
WNTR,27.11,27.11,27.12,1146100.0,4000.0,,1742700.0,,532.0,8269.0,,916.0,,,,,6000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,2026-02-06 10:41:05.150822
SPNG,26.49,26.49,26.5,1866900.0,6000.0,500.0,6000.0,1453600.0,133.0,2000.0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,2026-02-06 10:41:06.221238
SMMR,23.25,23.3,23.31,1676400.0,,,250.0,1937200.0,,2000.0,8858.0,586.0,2000.0,6000.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,2026-02-06 10:41:06.221238
ATMN,24.5,24.5,24.76,1884800.0,,,,1398600.0,5000.0,4000.0,,,,5290.0,710.0,10000.0,2970.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,2026-02-06 10:41:06.221238
WNTR,27.12,27.11,27.12,1032000.0,6000.0,6000.0,,1571100.0,5000.0,,3269.0,3111.0,4000.0,6000.0,770.0,,,770.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,2026-02-06 10:41:06.221238
SPNG,26.38,26.43,26.44,6000.0,6000.0,10000.0,1594000.0,679.0,2000.0,6000.0,500.0,2000.0,10000.0,1351000.0,2000.0,665.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,2026-02-06 10:41:07.276824
SMMR,23.35,23.35,23.38,6000.0,,,1557200.0,719.0,,,6000.0,,,2022700.0,,740.0,8858.0,2000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,2026-02-06 10:41:07.276824
ATMN,24.58,24.54,24.58,,,10000.0,1989100.0,570.0,,6000.0,6000.0,2970.0,10000.0,1398600.0,4000.0,,5000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,2026-02-06 10:41:07.276824
WNTR,27.2,27.12,27.13,6000.0,6000.0,10000.0,954700.0,770.0,,,500.0,,10000.0,1549000.0,,770.0,8269.0,4000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,2026-02-06 10:41:07.276824
SPNG,26.59,26.59,26.66,1434800.0,679.0,250.0,6000.0,5000.0,2000.0,2000.0,2000.0,1875400.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,2026-02-06 10:41:08.338671
SMMR,23.22,23.37,23.47,1953800.0,,,,3858.0,,2000.0,,2233000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,2026-02-06 10:41:08.338671
ATMN,24.77,24.77,24.81,1897100.0,,6000.0,,5000.0,1000.0,,4000.0,1823800.0,710.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,2026-02-06 10:41:08.338671
WNTR,27.13,27.16,27.2,924000.0,770.0,250.0,6000.0,8269.0,1331.0,4000.0,,1750300.0,770.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,2026-02-06 10:41:08.338671
SPNG,26.73,26.43,26.73,4250.0,6000.0,1567900.0,2000.0,2000.0,601.0,1975800.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,2026-02-06 10:41:09.394931
SMMR,23.37,23.33,23.34,6000.0,6000.0,1654000.0,,,719.0,1797000.0,3858.0,6000.0,740.0,5760.0,2000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,2026-02-06 10:41:09.394931
ATMN,24.62,24.57,24.62,,,2168300.0,,,576.0,1830500.0,,,710.0,500.0,2000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,2026-02-06 10:41:09.394931
WNTR,27.18,27.16,27.18,5750.0,6000.0,1034800.0,1331.0,2000.0,770.0,1766800.0,8269.0,,770.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,2026-02-06 10:41:09.394931
SPNG,26.45,26.63,26.72,5000.0,6000.0,6000.0,1673400.0,2000.0,10552.0,1065700.0,665.0,2000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,2026-02-06 10:41:10.451193
SMMR,23.43,23.34,23.43,1654.0,250.0,6000.0,1612100.0,2000.0,,2118200.0,649.0,,740.0,1000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,2026-02-06 10:41:10.451193
ATMN,24.57,24.54,24.57,,,,2293900.0,,,1910400.0,710.0,2000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,2026-02-06 10:41:10.451193
WNTR,27.21,27.16,27.21,8269.0,6000.0,6000.0,927900.0,2000.0,,1679400.0,770.0,2000.0,770.0,1331.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,2026-02-06 10:41:10.451193
SPNG,26.43,26.38,26.39,1955900.0,2000.0,1060300.0,679.0,10552.0,2000.0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,2026-02-06 10:41:11.012771
SMMR,23.47,23.36,23.47,1296000.0,2000.0,2118000.0,,,,740.0,5358.0,1000.0,6000.0,6000.0,4000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,2026-02-06 10:41:11.012771
ATMN,24.56,24.6,25.05,1900100.0,2000.0,1829200.0,,5000.0,1000.0,,5000.0,,6000.0,,500.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,2026-02-06 10:41:11.012771
